system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,tier0_urban,tier1_urban,tier2_urban,tier3_urban,tier4_urban,.geo
0000f8c9d84d25b54090,SHN,SHN.3_1,Saint Helena,Tristan da Cunha,TristÃ£o da Cunha,0.0,0.0,0.0,0.0,0.0,
0000b227cf6e6027fead,SHN,SHN.2_1,Saint Helena,Saint Helena,,0.0,0.0,0.0,0.0,0.0,
0000425a24df98abc728,SHN,SHN.1_1,Saint Helena,Ascension,AscensÃ£o,0.0,0.0,0.0,0.0,0.0,
0000a8f54daf9a729964,ESH,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,0.0,0.0,0.0,0.0,0.0,
0000d317156b6f784739,ESH,ESH.1_1,Western Sahara,Boujdour,Bojador,0.0,0.0,0.0,0.0,0.0,
000091ca6c992b3e1c2d,MRT,MRT.12_1,Mauritania,Tiris Zemmour,,0.0,989.2356172873207,250.15153540598925,1330.3513473863998,35316.84858958983,
00006f1c03981054c396,ESH,ESH.3_1,Western Sahara,Laayoune,El aaiÃºn,0.0,0.0,0.0,0.0,0.0,
00001668573b47a8d958,ESH,ESH.2_1,Western Sahara,Es Semara,Smara,0.0,0.0,0.0,0.0,0.0,
00001b116635795d76c7,MAR,MAR.6_1,Morocco,Guelmim - Es-Semara,,0.0,0.0,0.0,0.0,0.0,
0000abdb4116f29564f9,MAR,MAR.7_1,Morocco,LaÃ¢youne - Boujdour - Sakia El Hamra,,0.0,0.0,0.0,0.0,0.0,
0000652dc562a34887d3,MAR,MAR.4_1,Morocco,Gharb - Chrarda - BÃ©ni Hssen,,0.0,0.0,0.0,0.0,0.0,
00004938b3256d63ce7f,MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,,0.0,0.0,0.0,0.0,0.0,
0000c0944762609b6915,MAR,MAR.15_1,Morocco,Taza - Al Hoceima - Taounate,,0.0,0.0,0.0,0.0,0.0,
0000aa73af7914844178,ESP,ESP.7_1,Spain,Ceuta y Melilla,,0.0,0.0,0.0,0.0,0.0,
00009e5e45df96a30c31,MAR,MAR.10_1,Morocco,Oriental,,0.0,0.0,0.0,0.0,0.0,
0000ef5e7eb6970c1d28,DZA,DZA.48_1,Algeria,Tlemcen,Tilimsene|Tlemsane|Tilimsen|TremecÃ©m,0.0,0.0,0.0,0.0,0.0,
0000ea67a1b3507c6e05,DZA,DZA.3_1,Algeria,AÃ¯n TÃ©mouchent,Ain Tamouchent,0.0,0.0,0.0,0.0,0.0,
00008aa0ec11f4fc2104,DZA,DZA.30_1,Algeria,Mostaganem,Mostaghanem|Mestghanem,0.0,0.0,0.0,0.0,0.0,
000051bbf06319774ff4,DZA,DZA.27_1,Algeria,Mascara,Mouaskar,0.0,0.0,0.0,0.0,0.0,
00005919d4077991ae9e,DZA,DZA.32_1,Algeria,Oran,OrÃ¡n|Orano|OrÃ£o|Ouahran|Ouahrane|Wahran,0.0,0.0,0.0,0.0,0.0,
0000989a3da7d2f3120e,DZA,DZA.38_1,Algeria,Sidi Bel AbbÃ¨s,Sidi-Bel-Abbes,0.0,0.0,0.0,0.0,0.0,
000067f888be35444821,DZA,DZA.36_1,Algeria,SaÃ¯da,,0.0,0.0,0.0,0.0,0.0,
0000c49864d7ec32e52f,DZA,DZA.17_1,Algeria,El Bayadh,El Bayad|El Beyyadh|GÃ©ryville,0.0,0.0,0.0,0.0,0.0,
0000ec4eb93ae14a530a,DZA,DZA.31_1,Algeria,NaÃ¢ma,Naama,0.0,0.0,0.0,0.0,0.0,
0000862acb383ef8dde0,DZA,DZA.7_1,Algeria,BÃ©char,Colomb-BÃ©char|Bechar,0.0,0.0,0.0,0.0,0.0,
0000f4cd148d34f8bc9e,DZA,DZA.1_1,Algeria,Adrar,DuperrÃ©,0.0,0.0,0.0,0.0,0.0,
000075d5221b5f06f09d,MAR,MAR.9_1,Morocco,MeknÃ¨s - Tafilalet,,0.0,0.0,0.0,0.0,0.0,
000039ec14680d41579b,DZA,DZA.44_1,Algeria,Tindouf,Tiaret,0.0,0.0,0.0,0.0,0.0,
000025bab4da20c10534,MAR,MAR.3_1,Morocco,FÃ¨s - Boulemane,,0.0,0.0,0.0,0.0,0.0,
0000a729f6df5f88baf2,MAR,MAR.11_1,Morocco,Rabat - SalÃ© - Zemmour - Zaer,,0.0,0.0,0.0,0.0,0.0,
0000f812f55fcc62db10,MAR,MAR.1_1,Morocco,Chaouia - Ouardigha,,0.0,0.0,0.0,0.0,0.0,
000072342323ae199fe8,MAR,MAR.13_1,Morocco,Tadla - Azilal,,0.0,0.0,0.0,0.0,0.0,
00008b899c1371d90055,MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,,0.0,0.0,0.0,0.0,0.0,
0000c9f79b241823157f,MAR,MAR.8_1,Morocco,Marrakech - Tensift - Al Haouz,,0.0,0.0,0.0,0.0,0.0,
00004e3193531c4657dd,MAR,MAR.5_1,Morocco,Grand Casablanca,,0.0,0.0,0.0,0.0,0.0,
0000716943d026c6a28c,MAR,MAR.2_1,Morocco,Doukkala - Abda,,0.0,0.0,0.0,0.0,0.0,
0000c505d46fa3ffd8a0,MRT,MRT.1_1,Mauritania,Adrar,,0.0,1036.6629334851032,777.4972001138275,8962.814945756712,13267.845738980111,
00007846c1adc2533a38,MRT,MRT.7_1,Mauritania,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,3852.8904364028754,1917.4197615871672,4096.144370392615,1067.5198872403853,0.0,
00007963755b337d8340,MLI,MLI.9_1,Mali,Timbuktu,Timbouctou|Tombouctou|TimbuctÂ|Timbuctu|Tombuktu|TombuctÃº|Tomboucto,29376.673479539895,2977.8842625144794,771.5602292705719,21734.295830900403,57127.558499922816,
00000cc9f86a5150fd8e,MLI,MLI.4_1,Mali,Kidal,,0.0,0.0,0.0,0.0,0.0,
0000cbe5ae5b7597717f,MLI,MLI.2_1,Mali,Gao,,10660.711658960554,10218.933195825099,19680.401865976884,51909.806052796965,21635.047233500565,
00001585d27a850541e6,BFA,BFA.12_1,Burkina Faso,Sahel,,33652.941593725016,11986.716580915047,11161.684384697528,18516.523547820034,9233.400424410225,
0000c770f163a3ab2a9e,MLI,MLI.6_1,Mali,Mopti,,90457.38337063459,19406.05490572948,18414.890542626286,46762.63418723578,134240.00531742506,
0000046e2cf5fd905b55,BFA,BFA.10_1,Burkina Faso,Nord,,61404.49002381033,49170.33382237563,30221.376784225286,56266.00538875781,29462.37735030635,
0000f2e9059432203744,BFA,BFA.4_1,Burkina Faso,Centre-Nord,,78023.01259121636,76186.74805374512,48693.25022190625,60008.25527914085,20993.739426490934,
0000b4e0282372ebaf08,BFA,BFA.8_1,Burkina Faso,Est,,46146.30783712632,80120.47766625056,65504.65659205585,54068.04182655809,11483.124070820331,
0000c9a94e51cd4db13e,BFA,BFA.11_1,Burkina Faso,Plateau-Central,,25321.40513632427,54590.45359698804,42496.59581312077,22572.880160327517,4827.283061730471,
00002cdc08b8bbaa4fba,BFA,BFA.3_1,Burkina Faso,Centre-Est,,37624.6435065995,98248.28743417402,68921.7642164782,86821.7699250789,29163.38468397652,
00003de32091289a3c2f,BFA,BFA.7_1,Burkina Faso,Centre,,804.6179233456252,93013.64066607995,701469.0584593787,808479.8977501831,1379969.9558266404,
0000d565377a34d68200,BFA,BFA.6_1,Burkina Faso,Centre-Sud,,19657.72648447236,38073.493384445654,23322.941569420633,25155.112366671245,846.6348723803261,
000096cf0d6569f37a73,GHA,GHA.7_1,Ghana,Upper East,,1665.4276670776264,18312.109324471963,43313.495979070045,142231.65451950656,144629.38118251337,
00004f4af390e756511e,TGO,TGO.5_1,Togo,Savanes,RÃ©gion des Savanes,21876.075324744517,6769.14130887681,34747.542208255254,45669.248943900966,67320.98796192737,
00004a18528299f30e7b,GHA,GHA.6_1,Ghana,Northern,,7142.546082324973,38823.99755836987,134063.70042691956,333921.73372893065,476044.3739924017,
0000f8925c5c9e5607e8,BFA,BFA.5_1,Burkina Faso,Centre-Ouest,,82468.65364110826,94749.41733031685,59973.898782343116,59456.67604480263,30810.65216135408,
0000febc2c03e8095cc1,GHA,GHA.8_1,Ghana,Upper West,,3241.241491429966,5887.036369259957,15100.57419026832,55233.72242258646,64173.86187946064,
0000f1464e81665a2322,BFA,BFA.1_1,Burkina Faso,Boucle du Mouhoun,,84040.88431955065,115450.17458858136,70201.43794930649,44961.49840940871,14480.008384947587,
00006d18bde90d5e3bf7,BFA,BFA.9_1,Burkina Faso,Haut-Bassins,,77112.25511055611,90516.79168014288,66713.7742097446,183300.7622529446,417623.654957794,
0000d59a255e4eaba06b,BFA,BFA.13_1,Burkina Faso,Sud-Ouest,,25568.256318295644,18053.795900983783,15355.516527956268,22337.015057342418,8313.093762402099,
0000dc98ea3cd42597eb,BFA,BFA.2_1,Burkina Faso,Cascades,,21126.874142659522,38542.85867580753,33172.666624343605,51388.30236579573,30301.061992706414,
0000cd6763c3938e8104,MLI,MLI.8_1,Mali,Sikasso,,156514.81986602664,189810.749864994,86518.38081910698,308170.89938494656,214076.04484601555,
0000354d7484d6713067,MLI,MLI.7_1,Mali,SÃ©gou,Segou,107014.82425074851,82643.33943839674,70487.16479855655,182346.58033919937,184711.24435202446,
0000a50735eb481f8af5,MLI,MLI.5_1,Mali,Koulikoro,,64896.621594185526,153274.27939973786,130229.20165804471,368230.32849615935,508335.5795164774,
0000b1b6c0305f4229d0,CIV,CIV.10_1,CÃ´te d'Ivoire,Savanes,,7851.697527476791,22776.436780767082,65473.93575390667,124514.32895903898,478287.3225286674,
000066dca0376bf6dc20,MLI,MLI.1_1,Mali,Bamako,,0.0,0.0,272.0215104591755,58835.405980316995,2671536.8496835474,
000098dbce621d2ac3b1,MLI,MLI.3_1,Mali,Kayes,,74794.73588905756,51151.13031664771,46287.6882283883,99323.35400761565,135317.6602945619,
00004a31ab78db81c6cb,GIN,GIN.4_1,Guinea,Kankan,,180622.4397903683,553791.0201229309,173209.8915908843,13519.42973001891,2361.947651024329,
0000e6469980eacff98f,GIN,GIN.3_1,Guinea,Faranah,,165146.555535953,177911.3273518848,9912.145244157433,0.0,0.0,
0000c5307888e2131c81,MRT,MRT.8_1,Mauritania,Hodh el Gharbi,Hodh Occidental|Western Hodh,3512.5314032696165,1808.5711143502742,0.0,0.0,0.0,
00005d7bcce6b53f4b93,MRT,MRT.2_1,Mauritania,Assaba,AÃ§aba|el-`AÃ§Ã¢ba,4215.2484099114945,3277.4752225948537,822.9167767221072,10371.479078151757,4711.3398772392675,
0000316580ec4436d09e,MRT,MRT.11_1,Mauritania,Tagant,,779.8847200695017,0.0,0.0,0.0,0.0,
0000d6a4dcd131de9ae3,MRT,MRT.3_1,Mauritania,Brakna,,2005.2223618560442,5022.674908300004,10224.89138929713,17223.011040136127,0.0,
0000473da798f9bf22a0,MRT,MRT.5_1,Mauritania,Gorgol,,16379.072642109782,6431.275853151525,1260.4595435259985,2152.603818330738,22248.314667844294,
0000070ae703dd871c86,SEN,SEN.9_1,Senegal,Matam,,6868.395955121764,63350.058994496685,15408.678173051074,21523.892697554744,62.45502490019864,
0000f4afb55637b944c2,MRT,MRT.13_1,Mauritania,Trarza,,625.8133528082735,4667.482639773823,5023.118978023489,3197.794715918811,17422.605888078,
00000a97e329c2941d51,MRT,MRT.9_1,Mauritania,Inchiri,,0.0,11.900324934182885,273.05552775242666,936.1903808654663,980.0743049685352,
0000bcf234cd9889cc82,SEN,SEN.10_1,Senegal,Saint-Louis,Fleuve|VallÃ©e du Fleuve,3795.7732338776686,8677.948856211826,17836.986014711154,57432.03602626569,117890.26626863783,
00008631ba6de554c318,SEN,SEN.8_1,Senegal,Louga,,3262.8468648559156,12512.27162784551,17693.004033053414,44357.82527080435,66692.40782505849,
0000df7f6d5b15f9a08d,MRT,MRT.10_1,Mauritania,Nouakchott,,0.0,0.0,388.1024949625439,12244.663103748284,1185848.7133588437,
0000ffc9a295e5145dce,MRT,MRT.4_1,Mauritania,Dakhlet Nouadhibou,Dakhlet NouÃ¢dhibou|Baie du LÃ©vrier|LÃ©vrier Bay,0.0,144.8520784302415,267.41922171736894,6484.91612664621,137105.09214329752,
00000bff205a417f3641,SEN,SEN.13_1,Senegal,ThiÃ¨s,,3229.491600410658,65637.74267750101,222399.32213115395,348383.46065889206,536913.9645606503,
0000d4c4e2b53225c3b7,SEN,SEN.1_1,Senegal,Dakar,Cap Vert|Dacar,0.0,9081.543984412456,62479.146022642744,206840.23884446142,3679628.8308476983,
00001a20b679ae705ff1,SEN,SEN.2_1,Senegal,Diourbel,,5963.953069177309,25232.250071394657,62680.31530463307,285396.5506498527,455377.0977120283,
0000c9c06988cd757bb4,SEN,SEN.3_1,Senegal,Fatick,,25290.48576623946,38970.610392534494,69244.96361444969,44408.41340541321,17689.316342930135,
00009258428b84a4bbb3,GMB,GMB.4_1,Gambia,North Bank,,6645.989951846297,26354.713956108713,12546.166571584949,3993.8769932473997,0.0,
0000560729acf5d2db25,GMB,GMB.6_1,Gambia,Western,,21899.442968514577,156283.72738618136,186609.58607092226,290886.3809137683,90675.36306930329,
0000d8668f8188311ce7,GMB,GMB.1_1,Gambia,Banjul,,0.0,0.0,1162.5043822709265,102392.68560209053,291508.90319203015,
0000c982ccb3ecd976f5,SEN,SEN.14_1,Senegal,Ziguinchor,,32148.80203869938,75493.54671983032,79568.20222496407,121459.01981317258,25699.830959015606,
0000ef2ad336db8398c5,GNB,GNB.5_1,Guinea-Bissau,Cacheu,,38865.62645031258,16361.969519547787,2134.771410193537,0.0,0.0,
0000a00d73b30de79350,GNB,GNB.4_1,Guinea-Bissau,Bolama,Bolama-Bijagcs,3650.1845423340155,3311.507626034985,1128.9230543301092,0.0,0.0,
0000a1c738441a486659,GNB,GNB.9_1,Guinea-Bissau,Tombali,,6471.761649791416,6369.861307282448,299.9677139586347,0.0,0.0,
00004486e2afb34a4d63,GNB,GNB.8_1,Guinea-Bissau,Quinara,Buba,8.732666354217145,10480.295489073651,0.0,0.0,0.0,
0000092a7173ace73203,GIN,GIN.1_1,Guinea,BokÃ©,,58319.46640090218,150079.46659126706,78460.38064108476,120631.1743063385,97277.23046398,
00008ea2bf0104e36476,GIN,GIN.5_1,Guinea,Kindia,,53197.37015094021,93051.40021687718,229085.63024076217,481224.0224385309,152108.29930343202,
00005089229e88ca61b1,GNB,GNB.6_1,Guinea-Bissau,GabÃº,,18864.285143235476,35407.62353879551,6667.143235810843,0.0,0.0,
0000d29d932816658073,GNB,GNB.1_1,Guinea-Bissau,BafatÃ¡,,18333.71979407874,33601.63472681522,14860.315477893193,0.0,0.0,
0000ef286282c2244d97,GNB,GNB.7_1,Guinea-Bissau,Oio,,29240.115757577485,34828.73766281003,0.0,0.0,0.0,
00003618694a9df5c034,SEN,SEN.7_1,Senegal,Kolda,,11377.481457583242,52083.884342404635,72093.6861211342,42559.181267041495,3692.0238341493,
000015736031466a909e,SEN,SEN.12_1,Senegal,Tambacounda,SÃ©nÃ©gal Oriental,24471.120390476823,69457.27934262835,69635.70733445547,53398.60555228433,14482.219311814326,
0000b801f0cec9cc20a1,SEN,SEN.11_1,Senegal,SÃ©dhiou,,11663.761910000263,99030.5308816734,28249.051744562537,5158.318859836095,0.0,
0000602f33c867e3b9b7,GNB,GNB.3_1,Guinea-Bissau,Bissau,,0.0,49406.790943834014,167342.5272922295,254951.42120015348,85861.37788354809,
00008e0ccc9344e532ea,GNB,GNB.2_1,Guinea-Bissau,Biombo,,63191.48054090496,8066.5253570769355,7199.605797044758,6158.22970327993,805.9467998454684,
0000bbc6b305f2c6909a,GMB,GMB.2_1,Gambia,Lower River,Central|South Bank,6425.12632282213,15321.353115355136,2457.4700904684223,0.0,0.0,
00004159c410485e6ec8,SEN,SEN.5_1,Senegal,Kaolack,,25966.015435151967,67160.59959176485,88594.43806097333,129074.15374580621,138445.31041854378,
0000106e943de78c023c,GMB,GMB.3_1,Gambia,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,40624.386837540165,15443.767288209072,0.0,0.0,0.0,
00003e1c753980ca870d,SEN,SEN.4_1,Senegal,Kaffrine,,3921.879311976536,12519.836616746052,22045.44285187382,30991.59230786524,0.0,
00006ba1e01395c37849,GMB,GMB.5_1,Gambia,Upper River,,26410.61505375493,67320.17529268473,10693.52641232783,0.0,0.0,
0000907166da06af5667,SEN,SEN.6_1,Senegal,KÃ©dougou,SÃ©nÃ©gal Oriental,975.5402999136068,9834.809821227454,7226.838992462781,8864.32142001375,0.0,
0000b2f76e1579347564,MRT,MRT.6_1,Mauritania,Guidimaka,Guidimagha|Guidimakha,27433.344558352273,8926.87502293362,16533.971533001408,2924.1309121351524,0.0,
0000ab37cc2d64c1717f,GIN,GIN.6_1,Guinea,LabÃ©,,112650.81612346381,90708.417287333,84989.04099465102,32438.596778628507,0.0,
0000772822dfacd7dde6,GIN,GIN.7_1,Guinea,Mamou,,59023.217755349935,45424.66170559985,40346.581451180464,49414.36180467277,50063.59994622127,
000006909bc1d595410e,SLE,SLE.2_1,Sierra Leone,Northern,,296912.3113085935,248678.0382357577,138992.53924960102,23368.550579355164,5302.986867511412,
000013d321e7152cce44,SLE,SLE.1_1,Sierra Leone,Eastern,,253208.48067696983,371695.56184518174,86085.20271858916,15132.500665118478,694.2881381775402,
00003a75c5ae36e696e5,GIN,GIN.2_1,Guinea,Conakry,,0.0,173.90008275057764,10539.385466168727,136349.63019455652,2139588.1736731036,
0000c91c3d31d65c6762,SLE,SLE.3_1,Sierra Leone,Southern,,174601.68685964216,299678.4116932611,54254.812195298495,1561.8835694053646,476.39584954306855,
0000386c909e82a8650c,SLE,SLE.4_1,Sierra Leone,Western,,15051.691818691235,145731.16396742556,143995.2337225336,654568.3896460781,521271.91279863473,
00001e9742320052d8b8,GIN,GIN.8_1,Guinea,NzÃ©rÃ©korÃ©,,213978.22852805114,614605.6906955522,11627.65405822682,0.0,0.0,
00006549045a637e2fb7,LBR,LBR.3_1,Liberia,Gbapolu,Gbarpolu,0.0,0.0,0.0,0.0,0.0,
00003ae2d4bf0b55f62e,LBR,LBR.4_1,Liberia,Grand Cape Mount,,2841.817823179677,6597.95032151524,714.6142195984704,243.27292582075586,684.2051038708759,
0000a557ff1c1c7c3b20,LBR,LBR.1_1,Liberia,Bomi,,11801.2194467516,45855.2331316521,30996.73389787616,0.0,0.0,
00009f930a0069bec042,LBR,LBR.11_1,Liberia,Montserrado,,12070.601568112555,129317.54999862603,428633.49169802596,652391.0356391728,249077.25186344204,
00002071b993cf1abaa5,LBR,LBR.9_1,Liberia,Margibi,,13609.578995199932,159177.02990011824,106575.5600122696,16478.599778216718,10518.917622644725,
0000efc0e6b1324328e1,CIV,CIV.2_1,CÃ´te d'Ivoire,Bas-Sassandra,,141703.5691763684,176393.20153087948,231192.75497812018,321693.18497365864,299562.47304186365,
0000aa958ecd3715c755,LBR,LBR.10_1,Liberia,Maryland,,27974.543230379866,53313.44458811708,23869.555918066984,0.0,0.0,
0000cd72e9ef91220391,LBR,LBR.7_1,Liberia,GrandKru,Grand Kru,131.94323173015022,0.0,0.0,0.0,0.0,
00007d6ec3b1bbe8f4d4,LBR,LBR.14_1,Liberia,River Gee,,7708.115248140628,12874.628459371692,0.0,0.0,0.0,
0000f40ba36f9387ba73,LBR,LBR.15_1,Liberia,Sinoe,,5059.4692931091195,16844.53380533876,0.0,0.0,0.0,
00008b191d54f6a664e1,LBR,LBR.5_1,Liberia,GrandBassa,Grand Bassa,3989.720583663404,34653.4927582212,30380.417259885045,12604.670383681552,5178.731539102155,
0000defcf5b9a720b1a9,LBR,LBR.13_1,Liberia,River Cess,Rivercess,11090.028285003418,3088.7128347657545,0.0,0.0,0.0,
00006c59a95551c057d6,LBR,LBR.6_1,Liberia,GrandGedeh,Grand Gedeh,17286.45218447355,50104.07359551135,12168.462853248975,0.0,0.0,
000063949a259c126e3a,CIV,CIV.8_1,CÃ´te d'Ivoire,Montagnes,,157660.77949384283,288600.10035842814,199351.83999521195,247559.78743536345,238428.3293629208,
0000f7ee77724941fe4b,LBR,LBR.12_1,Liberia,Nimba,,56114.17099209512,136198.4114659332,16908.43157948892,3745.810438749229,1341.782843731067,
0000c27beff12c9248fa,LBR,LBR.2_1,Liberia,Bong,,63250.964280387765,92843.09188641627,1028.1366826437168,0.0,0.0,
000054bf1264cdd7cbb3,LBR,LBR.8_1,Liberia,Lofa,,101278.3252786244,48218.0055794952,0.0,0.0,0.0,
0000b8870bad030fd0ba,CIV,CIV.4_1,CÃ´te d'Ivoire,DenguÃ©lÃ©,,1344.316516788505,1659.7936685827867,8009.715606484841,21359.042366466,60819.565140778264,
0000a50fa2869366876b,CIV,CIV.12_1,CÃ´te d'Ivoire,Woroba,,1863.7556278067548,21818.4955702453,43942.24859464022,50253.624836803174,120910.75001124736,
0000b9090754a59a1575,CIV,CIV.9_1,CÃ´te d'Ivoire,Sassandra-MarahouÃ©,,94216.22697640678,125294.14063197406,266619.00266116974,328345.07241765916,350675.28292311373,
0000b2e1df0c1568c2c8,CIV,CIV.11_1,CÃ´te d'Ivoire,VallÃ©e du Bandama,,11625.33226920255,14242.321998878502,44447.65517959594,146961.34397184133,512314.8334101827,
0000656b0e363a060add,CIV,CIV.6_1,CÃ´te d'Ivoire,Lacs,,606.5926182027767,10868.33301494589,68326.0112644261,166894.05294738503,219835.31081102038,
0000701e3d5d38823afb,CIV,CIV.13_1,CÃ´te d'Ivoire,Yamoussoukro,,0.0,163.06464789633674,3888.6293196926017,18616.18942652653,211064.14206113276,
000092c509a76a18ea90,CIV,CIV.7_1,CÃ´te d'Ivoire,Lagunes,,9689.383376030572,67590.48450629538,172761.72099683256,277865.6916454937,146695.8474718108,
00006963ce9fa7537179,CIV,CIV.5_1,CÃ´te d'Ivoire,GÃ´h-Djiboua,,3332.3453710009503,52513.35746235136,155714.41654184365,292358.16777521215,323879.65092125785,
00001d89e5cdde269603,CIV,CIV.1_1,CÃ´te d'Ivoire,Abidjan,,0.0,3660.756340567499,11339.31266347101,160860.70494425646,5095977.4523383975,
0000a66c4948401503de,CIV,CIV.3_1,CÃ´te d'Ivoire,ComoÃ©,,4587.054111955949,31160.65732742091,80329.98426896533,142205.124453025,327928.06341452687,
000026df4ecb8fbc35c3,GHA,GHA.10_1,Ghana,Western,,1386.8603892846552,61692.877686435924,176590.6418170659,376958.8999530312,1007532.1608230858,
0000c35f47912db7c5b6,GHA,GHA.2_1,Ghana,Brong Ahafo,,2359.504587861212,134051.14628486833,374534.9621055046,626382.2558548633,360973.52368612634,
0000950f91de922668c8,CIV,CIV.14_1,CÃ´te d'Ivoire,Zanzan,,6374.308894756135,22931.03656565805,46493.91064328097,64576.844781268184,98716.57784235406,
00008053294388014a85,GHA,GHA.9_1,Ghana,Volta,,6773.911197559613,67971.19570162093,291634.8952768918,555287.9411002732,380821.67107612075,
00007dd09fb93783d97c,GHA,GHA.1_1,Ghana,Ashanti,,2379.749780541969,95286.07926213746,466580.5299391837,723976.3072728643,3595897.7277045073,
0000cc7e8b9a4f17a1d4,GHA,GHA.4_1,Ghana,Eastern,,26769.90084196799,60870.956955465794,356469.41619345447,774184.6440244388,612671.3279795073,
0000f7f5c50752361d6c,GHA,GHA.3_1,Ghana,Central,,37.53363728010946,78956.85886079827,303704.3841806514,605275.1144870811,1058508.293568635,
00009a7340ea9f9a76f8,GHA,GHA.5_1,Ghana,Greater Accra,,634.3392638304997,23019.825789672133,43996.2534544402,64961.898603083406,4639898.734009034,
00000c7405ce08e51702,TGO,TGO.3_1,Togo,Maritime,RÃ©gion Maritime,55588.987147768355,251545.57779843954,407753.1940530403,801527.5057188822,1622481.6319909997,
0000e3df791696cbba8c,BEN,BEN.8_1,Benin,Littoral,,0.0,0.0,0.0,0.0,787890.6100495136,
0000a8eddbe2b4857417,BEN,BEN.3_1,Benin,Atlantique,,24121.324558161785,127968.60307514269,236484.4348335955,341356.37255893415,467758.1302633215,
0000888616bbacfa4bbc,BEN,BEN.9_1,Benin,Mono,,49692.287013459485,164118.20419539878,113225.71202753848,93004.49372897302,872.8972909400345,
0000bf8d2448e9ed0d55,TGO,TGO.4_1,Togo,Plateaux,RÃ©gion des Plateaux,114638.15876954189,165090.98497339227,247018.33911781176,157717.42417791835,10778.743023649484,
0000ef6418c19db6364a,BEN,BEN.7_1,Benin,Kouffo,Couffo,243882.790648138,299281.1123679502,101577.14299583179,31340.859524442654,0.0,
00004d0b034b83cbcc40,BEN,BEN.10_1,Benin,OuÃ©mÃ©,,19657.956844466422,186731.3085440153,273740.651841814,260906.00699203808,505419.043141243,
00007a53e783ca808e01,BEN,BEN.12_1,Benin,Zou,,124730.44435446616,331138.30505192204,180645.2391175547,135464.89011831032,18252.81791338605,
00009106634d70aaeb2d,BEN,BEN.11_1,Benin,Plateau,,30566.319365179716,228465.7347996146,112867.20265201536,39221.86848309056,6845.054247681259,
0000464eb5e9b0693a2f,BEN,BEN.5_1,Benin,Collines,,39897.71522036134,226653.07102491974,128771.40695932705,31453.022709208977,0.0,
0000f75b01818ef10c75,TGO,TGO.1_1,Togo,Centre,"RÃ©gion Centrale, RÃ©gion du Centre",1435.7266650125441,89150.40844861967,113116.60386710528,116207.9323952443,12966.469200847469,
0000ea598ff996305f7c,TGO,TGO.2_1,Togo,Kara,RÃ©gion de la Kara,6831.971881677804,24833.71705859643,63990.49621471926,75994.2541851328,31213.58584408192,
00005adaeb3c2d863410,BEN,BEN.2_1,Benin,Atakora,,33295.51390415625,58943.65448909237,48331.68330313507,33510.15210181161,0.0,
000026bb99e27bcda8e6,BEN,BEN.6_1,Benin,Donga,,5249.809432582386,54722.88296514229,36199.56372454802,39020.88774777961,10885.917692254196,
0000dfdfda48763359e2,BEN,BEN.4_1,Benin,Borgou,,67611.18745553582,111387.32414363911,99396.69084835186,115320.9251338644,134172.85714041808,
0000faffcfa259c87575,BEN,BEN.1_1,Benin,Alibori,,74021.77453969161,107205.98991328164,86797.62869676285,54805.11290013791,3758.0380080252417,
0000b6540229192ca1b6,NGA,NGA.28_1,Nigeria,Ogun,,91762.98944924817,1067455.7470800013,1492177.689618078,1290348.684834569,510168.77862797177,
0000712fa9c4693c1e70,NGA,NGA.31_1,Nigeria,Oyo,,697770.3260522516,2181680.0172626087,977126.077891381,1854328.5067636129,870589.612513357,
00008754aea269f091a6,NGA,NGA.24_1,Nigeria,Kwara,,254111.816346488,470517.5780321645,477783.61123462464,658675.8701726301,124162.31639898103,
0000cff2cf340fc25c68,NGA,NGA.27_1,Nigeria,Niger,,405014.9947296957,430994.13427948137,713265.2747549592,685446.1268888457,98899.81311275899,
000086db067f7e7fba7a,NGA,NGA.22_1,Nigeria,Kebbi,,569001.9549964173,634981.8646323443,348524.79757119104,342959.07027285994,255968.78575732236,
0000ade5866d5f103b3e,NGA,NGA.30_1,Nigeria,Osun,,391646.5657576543,1208994.1825900427,1390172.5061302513,1236152.0906038717,62695.22719424228,
00009ee63f56e1377cab,NGA,NGA.13_1,Nigeria,Ekiti,,400864.59411993925,1541246.088693933,846945.5540856234,351386.36022834835,53478.16656202361,
0000e5b6f385e54dee20,NGA,NGA.29_1,Nigeria,Ondo,,883552.3777200339,1942104.076001173,776888.7995714749,269837.2152135809,59992.59131645867,
000078a6d5139a28657b,NGA,NGA.25_1,Nigeria,Lagos,,4150.46975526909,90035.24721573638,261288.00721604878,1807174.6260515826,1.1296973859200658E7,
0000f25430d07d644919,NGA,NGA.12_1,Nigeria,Edo,,252494.5214845282,988618.2159318179,1052903.5971002358,855048.9248095951,201163.3965971105,
000015f1463bd1f68b4a,NGA,NGA.10_1,Nigeria,Delta,,169817.50706040033,1133009.2420569053,1194457.0407750611,1354260.8934631408,1307522.639378234,
