system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,sum,.geo
0000f8c9d84d25b54090,SHN,SHN.3_1,Saint Helena,Tristan da Cunha,TristÃ£o da Cunha,0.0,
0000b227cf6e6027fead,SHN,SHN.2_1,Saint Helena,Saint Helena,,2392.707344766458,
0000425a24df98abc728,SHN,SHN.1_1,Saint Helena,Ascension,AscensÃ£o,91.85790174428155,
0000a8f54daf9a729964,ESH,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,5568.426723476836,
0000d317156b6f784739,ESH,ESH.1_1,Western Sahara,Boujdour,Bojador,1111.8893414871366,
000091ca6c992b3e1c2d,MRT,MRT.12_1,Mauritania,Tiris Zemmour,,1875.300544977188,
00006f1c03981054c396,ESH,ESH.3_1,Western Sahara,Laayoune,El aaiÃºn,6289.582896442973,
00001668573b47a8d958,ESH,ESH.2_1,Western Sahara,Es Semara,Smara,2393.801060692703,
00001b116635795d76c7,MAR,MAR.6_1,Morocco,Guelmim - Es-Semara,,52045.18086971571,
0000abdb4116f29564f9,MAR,MAR.7_1,Morocco,LaÃ¢youne - Boujdour - Sakia El Hamra,,991.8580869291344,
0000652dc562a34887d3,MAR,MAR.4_1,Morocco,Gharb - Chrarda - BÃ©ni Hssen,,47672.19002700329,
00004938b3256d63ce7f,MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,,251135.03981190367,
0000c0944762609b6915,MAR,MAR.15_1,Morocco,Taza - Al Hoceima - Taounate,,300484.4583406673,
0000aa73af7914844178,ESP,ESP.7_1,Spain,Ceuta y Melilla,,0.0,
00009e5e45df96a30c31,MAR,MAR.10_1,Morocco,Oriental,,71710.7622105079,
0000ef5e7eb6970c1d28,DZA,DZA.48_1,Algeria,Tlemcen,Tilimsene|Tlemsane|Tilimsen|TremecÃ©m,11701.36115692407,
0000ea67a1b3507c6e05,DZA,DZA.3_1,Algeria,AÃ¯n TÃ©mouchent,Ain Tamouchent,1172.8072960809163,
00008aa0ec11f4fc2104,DZA,DZA.30_1,Algeria,Mostaganem,Mostaghanem|Mestghanem,32.730701220269296,
000051bbf06319774ff4,DZA,DZA.27_1,Algeria,Mascara,Mouaskar,13119.902670677999,
00005919d4077991ae9e,DZA,DZA.32_1,Algeria,Oran,OrÃ¡n|Orano|OrÃ£o|Ouahran|Ouahrane|Wahran,0.0,
0000989a3da7d2f3120e,DZA,DZA.38_1,Algeria,Sidi Bel AbbÃ¨s,Sidi-Bel-Abbes,14867.562490372158,
000067f888be35444821,DZA,DZA.36_1,Algeria,SaÃ¯da,,44284.09840357008,
0000c49864d7ec32e52f,DZA,DZA.17_1,Algeria,El Bayadh,El Bayad|El Beyyadh|GÃ©ryville,23904.705034383667,
0000ec4eb93ae14a530a,DZA,DZA.31_1,Algeria,NaÃ¢ma,Naama,6711.759046072455,
0000862acb383ef8dde0,DZA,DZA.7_1,Algeria,BÃ©char,Colomb-BÃ©char|Bechar,5573.61283655155,
0000f4cd148d34f8bc9e,DZA,DZA.1_1,Algeria,Adrar,DuperrÃ©,18274.006120962254,
000075d5221b5f06f09d,MAR,MAR.9_1,Morocco,MeknÃ¨s - Tafilalet,,228329.95553035272,
000039ec14680d41579b,DZA,DZA.44_1,Algeria,Tindouf,Tiaret,2168.232922434807,
000025bab4da20c10534,MAR,MAR.3_1,Morocco,FÃ¨s - Boulemane,,44155.29846374369,
0000a729f6df5f88baf2,MAR,MAR.11_1,Morocco,Rabat - SalÃ© - Zemmour - Zaer,,99624.36926385341,
0000f812f55fcc62db10,MAR,MAR.1_1,Morocco,Chaouia - Ouardigha,,153968.5766613179,
000072342323ae199fe8,MAR,MAR.13_1,Morocco,Tadla - Azilal,,133273.36824638248,
00008b899c1371d90055,MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,,436822.3183467847,
0000c9f79b241823157f,MAR,MAR.8_1,Morocco,Marrakech - Tensift - Al Haouz,,457272.3939597014,
00004e3193531c4657dd,MAR,MAR.5_1,Morocco,Grand Casablanca,,0.0,
0000716943d026c6a28c,MAR,MAR.2_1,Morocco,Doukkala - Abda,,309757.1071465808,
0000c505d46fa3ffd8a0,MRT,MRT.1_1,Mauritania,Adrar,,6281.972989849775,
00007846c1adc2533a38,MRT,MRT.7_1,Mauritania,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,147522.1026860101,
00007963755b337d8340,MLI,MLI.9_1,Mali,Timbuktu,Timbouctou|Tombouctou|TimbuctÂ|Timbuctu|Tombuktu|TombuctÃº|Tomboucto,203190.5473975929,
00000cc9f86a5150fd8e,MLI,MLI.4_1,Mali,Kidal,,10111.906277656555,
0000cbe5ae5b7597717f,MLI,MLI.2_1,Mali,Gao,,209686.74650488497,
00001585d27a850541e6,BFA,BFA.12_1,Burkina Faso,Sahel,,100542.69272568097,
0000c770f163a3ab2a9e,MLI,MLI.6_1,Mali,Mopti,,91716.49104062808,
