system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,tier0_rural,tier1_rural,tier2_rural,tier3_rural,tier4_rural,.geo
0000f8c9d84d25b54090,SHN,SHN.3_1,Saint Helena,Tristan da Cunha,TristÃ£o da Cunha,0.0,0.0,0.0,0.0,0.0,
0000b227cf6e6027fead,SHN,SHN.2_1,Saint Helena,Saint Helena,,0.0,0.0,0.0,0.0,0.0,
0000425a24df98abc728,SHN,SHN.1_1,Saint Helena,Ascension,AscensÃ£o,0.0,0.0,0.0,0.0,0.0,
0000a8f54daf9a729964,ESH,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,1.5685970032182908,0.0,0.0,0.0,0.0,
0000d317156b6f784739,ESH,ESH.1_1,Western Sahara,Boujdour,Bojador,0.0,0.0,0.0,0.0,0.0,
000091ca6c992b3e1c2d,MRT,MRT.12_1,Mauritania,Tiris Zemmour,,7318.494331764687,722.667454704172,854.2462028827105,2137.027676900161,20065.573251539125,
00006f1c03981054c396,ESH,ESH.3_1,Western Sahara,Laayoune,El aaiÃºn,0.0,0.0,0.0,0.0,0.0,
00001668573b47a8d958,ESH,ESH.2_1,Western Sahara,Es Semara,Smara,0.0,0.0,0.0,0.0,0.0,
00001b116635795d76c7,MAR,MAR.6_1,Morocco,Guelmim - Es-Semara,,0.0,0.0,0.0,0.0,0.0,
0000abdb4116f29564f9,MAR,MAR.7_1,Morocco,LaÃ¢youne - Boujdour - Sakia El Hamra,,0.0,0.0,0.0,0.0,0.0,
0000652dc562a34887d3,MAR,MAR.4_1,Morocco,Gharb - Chrarda - BÃ©ni Hssen,,0.0,0.0,0.0,0.0,0.0,
00004938b3256d63ce7f,MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,,0.0,0.0,0.0,0.0,0.0,
0000c0944762609b6915,MAR,MAR.15_1,Morocco,Taza - Al Hoceima - Taounate,,0.0,0.0,0.0,0.0,0.0,
0000aa73af7914844178,ESP,ESP.7_1,Spain,Ceuta y Melilla,,0.0,0.0,0.0,0.0,0.0,
00009e5e45df96a30c31,MAR,MAR.10_1,Morocco,Oriental,,0.0,0.0,0.0,0.0,0.0,
0000ef5e7eb6970c1d28,DZA,DZA.48_1,Algeria,Tlemcen,Tilimsene|Tlemsane|Tilimsen|TremecÃ©m,0.0,0.0,0.0,0.0,0.0,
0000ea67a1b3507c6e05,DZA,DZA.3_1,Algeria,AÃ¯n TÃ©mouchent,Ain Tamouchent,0.0,0.0,0.0,0.0,0.0,
00008aa0ec11f4fc2104,DZA,DZA.30_1,Algeria,Mostaganem,Mostaghanem|Mestghanem,0.0,0.0,0.0,0.0,0.0,
000051bbf06319774ff4,DZA,DZA.27_1,Algeria,Mascara,Mouaskar,0.0,0.0,0.0,0.0,0.0,
00005919d4077991ae9e,DZA,DZA.32_1,Algeria,Oran,OrÃ¡n|Orano|OrÃ£o|Ouahran|Ouahrane|Wahran,0.0,0.0,0.0,0.0,0.0,
0000989a3da7d2f3120e,DZA,DZA.38_1,Algeria,Sidi Bel AbbÃ¨s,Sidi-Bel-Abbes,0.0,0.0,0.0,0.0,0.0,
000067f888be35444821,DZA,DZA.36_1,Algeria,SaÃ¯da,,0.0,0.0,0.0,0.0,0.0,
0000c49864d7ec32e52f,DZA,DZA.17_1,Algeria,El Bayadh,El Bayad|El Beyyadh|GÃ©ryville,0.0,0.0,0.0,0.0,0.0,
0000ec4eb93ae14a530a,DZA,DZA.31_1,Algeria,NaÃ¢ma,Naama,0.0,0.0,0.0,0.0,0.0,
0000862acb383ef8dde0,DZA,DZA.7_1,Algeria,BÃ©char,Colomb-BÃ©char|Bechar,0.0,0.0,0.0,0.0,0.0,
0000f4cd148d34f8bc9e,DZA,DZA.1_1,Algeria,Adrar,DuperrÃ©,3.601606129138038,0.0,0.0,0.0,0.0,
000075d5221b5f06f09d,MAR,MAR.9_1,Morocco,MeknÃ¨s - Tafilalet,,0.0,0.0,0.0,0.0,0.0,
000039ec14680d41579b,DZA,DZA.44_1,Algeria,Tindouf,Tiaret,0.0,0.0,0.0,0.0,0.0,
000025bab4da20c10534,MAR,MAR.3_1,Morocco,FÃ¨s - Boulemane,,0.0,0.0,0.0,0.0,0.0,
0000a729f6df5f88baf2,MAR,MAR.11_1,Morocco,Rabat - SalÃ© - Zemmour - Zaer,,0.0,0.0,0.0,0.0,0.0,
0000f812f55fcc62db10,MAR,MAR.1_1,Morocco,Chaouia - Ouardigha,,0.0,0.0,0.0,0.0,0.0,
000072342323ae199fe8,MAR,MAR.13_1,Morocco,Tadla - Azilal,,0.0,0.0,0.0,0.0,0.0,
00008b899c1371d90055,MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,,0.0,0.0,0.0,0.0,0.0,
0000c9f79b241823157f,MAR,MAR.8_1,Morocco,Marrakech - Tensift - Al Haouz,,0.0,0.0,0.0,0.0,0.0,
00004e3193531c4657dd,MAR,MAR.5_1,Morocco,Grand Casablanca,,0.0,0.0,0.0,0.0,0.0,
0000716943d026c6a28c,MAR,MAR.2_1,Morocco,Doukkala - Abda,,0.0,0.0,0.0,0.0,0.0,
0000c505d46fa3ffd8a0,MRT,MRT.1_1,Mauritania,Adrar,,38878.431462612694,1863.218883474439,874.0536286490652,2166.394506694861,9274.444560166392,
00007846c1adc2533a38,MRT,MRT.7_1,Mauritania,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,481825.3544504871,30462.0793585978,22845.433965207903,31729.96375640511,8821.42307244051,
00007963755b337d8340,MLI,MLI.9_1,Mali,Timbuktu,Timbouctou|Tombouctou|TimbuctÂ|Timbuctu|Tombuktu|TombuctÃº|Tomboucto,755811.1620756713,27501.924400966254,4786.888921662829,4951.977670764013,62274.29047204529,
00000cc9f86a5150fd8e,MLI,MLI.4_1,Mali,Kidal,,76263.75220186063,4608.249166668583,1433.4682486444776,10416.4574178772,9447.91640198702,
0000cbe5ae5b7597717f,MLI,MLI.2_1,Mali,Gao,,594068.1742790624,8517.413556375728,4190.629026412989,10189.67727521321,46346.1819841747,
00001585d27a850541e6,BFA,BFA.12_1,Burkina Faso,Sahel,,1182632.0110737137,34648.50670613251,12953.892856360004,27315.475241596043,56779.72544359733,
0000c770f163a3ab2a9e,MLI,MLI.6_1,Mali,Mopti,,2212787.9940063586,42507.021193201275,11419.153073174402,38509.76803266026,95229.34442716034,
0000046e2cf5fd905b55,BFA,BFA.10_1,Burkina Faso,Nord,,1178031.3625897698,47616.52774676286,20809.84256435165,33626.57281877326,69293.94293447964,
0000f2e9059432203744,BFA,BFA.4_1,Burkina Faso,Centre-Nord,,1238367.1035336326,55108.538862500405,23650.40892103614,49077.60967878006,26621.534709643016,
0000b4e0282372ebaf08,BFA,BFA.8_1,Burkina Faso,Est,,1471323.1353241762,36446.587179903,17433.78580006965,44707.81837989412,21972.38930388803,
0000c9a94e51cd4db13e,BFA,BFA.11_1,Burkina Faso,Plateau-Central,,676458.7991081037,46886.82289071511,13951.704424477886,24515.60362036665,8285.057932717185,
00002cdc08b8bbaa4fba,BFA,BFA.3_1,Burkina Faso,Centre-Est,,1101562.8051157973,110946.78986327472,26008.377463615478,48696.00913930656,22827.720170407465,
00003de32091289a3c2f,BFA,BFA.7_1,Burkina Faso,Centre,,87168.88745125201,56252.98824499538,26762.467944840108,149656.32669974022,67303.55435689451,
0000d565377a34d68200,BFA,BFA.6_1,Burkina Faso,Centre-Sud,,677622.245862961,30662.911074292424,11966.789191700846,20843.997606187106,9592.619996390413,
000096cf0d6569f37a73,GHA,GHA.7_1,Ghana,Upper East,,294945.7617157796,168969.87188563898,68686.85847011182,162455.1930550751,174082.80750429083,
00004f4af390e756511e,TGO,TGO.5_1,Togo,Savanes,RÃ©gion des Savanes,730227.7710024868,90921.13845402967,30849.24533152114,64017.931359952716,60596.97033225974,
00004a18528299f30e7b,GHA,GHA.6_1,Ghana,Northern,,940849.3382775645,167820.50582222812,82187.62762432422,366042.9044444654,626927.9311331083,
0000f8925c5c9e5607e8,BFA,BFA.5_1,Burkina Faso,Centre-Ouest,,1191607.5029974012,83067.82819064184,25150.22913120184,26482.02451693374,5940.9002728787145,
0000febc2c03e8095cc1,GHA,GHA.8_1,Ghana,Upper West,,240384.7239273422,62569.20364163281,40233.25382643286,135929.13733722206,215383.1465101659,
0000f1464e81665a2322,BFA,BFA.1_1,Burkina Faso,Boucle du Mouhoun,,1414347.1320899525,73400.38088094081,24816.78424174692,59645.49907713537,19756.31863746466,
00006d18bde90d5e3bf7,BFA,BFA.9_1,Burkina Faso,Haut-Bassins,,1070150.9671897735,92226.4540555984,41550.996188427824,121315.7722717207,98760.49128420968,
0000d59a255e4eaba06b,BFA,BFA.13_1,Burkina Faso,Sud-Ouest,,718027.8389247007,24367.315683107725,12122.536755907922,14324.774422195575,23338.28697951742,
0000dc98ea3cd42597eb,BFA,BFA.2_1,Burkina Faso,Cascades,,651640.8250825013,51384.17148878627,15174.135775246508,25273.5793123519,18217.400955086312,
0000cd6763c3938e8104,MLI,MLI.8_1,Mali,Sikasso,,2379973.441842423,159430.26186251803,32070.99709797633,70257.45721347643,65598.35510360995,
0000354d7484d6713067,MLI,MLI.7_1,Mali,SÃ©gou,Segou,2262387.9716713727,109507.27832765732,19783.439201467012,50893.75526137681,49355.31468168076,
0000a50735eb481f8af5,MLI,MLI.5_1,Mali,Koulikoro,,1869508.4623802446,168058.76662653754,58416.37528695384,148418.5562847031,174437.63499319708,
0000b1b6c0305f4229d0,CIV,CIV.10_1,CÃ´te d'Ivoire,Savanes,,535765.5495710656,84685.96335764509,26937.4015189772,81580.31167902183,434002.6546933155,
000066dca0376bf6dc20,MLI,MLI.1_1,Mali,Bamako,,0.0,0.0,0.0,0.0,1140.909296670249,
000098dbce621d2ac3b1,MLI,MLI.3_1,Mali,Kayes,,1897876.99686348,134713.36162104353,17748.577229542447,61820.83570839465,180720.7534216488,
00004a31ab78db81c6cb,GIN,GIN.4_1,Guinea,Kankan,,1466131.0413911901,207301.59315760166,58760.237914807076,83449.15299576632,20581.23151227802,
0000e6469980eacff98f,GIN,GIN.3_1,Guinea,Faranah,,846912.9533400958,55334.54000503813,15854.020044839765,26155.838351007766,1145.6837198930004,
0000c5307888e2131c81,MRT,MRT.8_1,Mauritania,Hodh el Gharbi,Hodh Occidental|Western Hodh,331840.76404624176,19264.514793060436,5997.168143050049,15384.898121518554,8441.405272396234,
00005d7bcce6b53f4b93,MRT,MRT.2_1,Mauritania,Assaba,AÃ§aba|el-`AÃ§Ã¢ba,301556.8840856382,12327.354675933824,4748.204982668526,7300.338227398269,69271.27139413609,
0000316580ec4436d09e,MRT,MRT.11_1,Mauritania,Tagant,,81936.33522959198,5661.214955346072,2739.314923346391,4372.067125073455,10297.727389108084,
0000d6a4dcd131de9ae3,MRT,MRT.3_1,Mauritania,Brakna,,267081.9099575517,14763.016251716932,6817.928087759783,24270.825471418877,68211.75574985758,
0000473da798f9bf22a0,MRT,MRT.5_1,Mauritania,Gorgol,,311628.3571190161,9152.672171148133,2890.573652912807,8558.458453157025,49821.00740054945,
0000070ae703dd871c86,SEN,SEN.9_1,Senegal,Matam,,348702.0427825105,98282.36764303735,46516.299556854436,97677.75650909306,36395.86471923751,
0000f4afb55637b944c2,MRT,MRT.13_1,Mauritania,Trarza,,251549.712012225,16844.034088933116,6036.444451217579,15862.570734652694,12946.098341758438,
00000a97e329c2941d51,MRT,MRT.9_1,Mauritania,Inchiri,,9273.197890990064,463.35781290581286,241.58110583118864,502.0765227759544,15003.656548146166,
0000bcf234cd9889cc82,SEN,SEN.10_1,Senegal,Saint-Louis,Fleuve|VallÃ©e du Fleuve,536735.4124278695,70555.2311023641,33618.087580541185,124383.89957947882,190044.80126000624,
00008631ba6de554c318,SEN,SEN.8_1,Senegal,Louga,,642718.6513820308,103159.9860560858,38861.613449726196,73203.55388664604,118805.43182130622,
0000df7f6d5b15f9a08d,MRT,MRT.10_1,Mauritania,Nouakchott,,171.8233299571151,300.6345841120399,850.0107989354279,2693.288419383698,121844.1111431948,
0000ffc9a295e5145dce,MRT,MRT.4_1,Mauritania,Dakhlet Nouadhibou,Dakhlet NouÃ¢dhibou|Baie du LÃ©vrier|LÃ©vrier Bay,2504.771821096208,284.3878004579713,80.13088933407523,534.5515591751938,16993.73240206874,
00000bff205a417f3641,SEN,SEN.13_1,Senegal,ThiÃ¨s,,361239.48668972705,190390.64917001897,85394.43132988617,269088.5409966901,208424.117523898,
0000d4c4e2b53225c3b7,SEN,SEN.1_1,Senegal,Dakar,Cap Vert|Dacar,75.84562372331291,4144.129913571322,6836.71269044795,34715.11010744236,55027.31161014016,
00001a20b679ae705ff1,SEN,SEN.2_1,Senegal,Diourbel,,488324.2902393426,192882.13572250673,66389.4454106345,165448.47586079146,186370.12607174803,
0000c9c06988cd757bb4,SEN,SEN.3_1,Senegal,Fatick,,525139.9371912072,84920.88233764279,31566.51656147863,60259.566262528664,26815.817737121495,
00009258428b84a4bbb3,GMB,GMB.4_1,Gambia,North Bank,,183908.56030647692,30942.772961091767,4654.185242002679,1190.297775304219,68.11815344954195,
0000560729acf5d2db25,GMB,GMB.6_1,Gambia,Western,,127172.92116336217,54015.5139345161,14401.041963962096,35686.8884847465,7355.650385387849,
0000d8668f8188311ce7,GMB,GMB.1_1,Gambia,Banjul,,0.0,0.0,0.0,0.0,89.20448252957286,
0000c982ccb3ecd976f5,SEN,SEN.14_1,Senegal,Ziguinchor,,313030.99862852436,40789.89538481582,10876.305510660626,11511.658694934704,523.4289421174824,
0000ef2ad336db8398c5,GNB,GNB.5_1,Guinea-Bissau,Cacheu,,193185.2173187422,3444.978302562411,1346.1623271204128,12.728985377972991,0.0,
0000a00d73b30de79350,GNB,GNB.4_1,Guinea-Bissau,Bolama,Bolama-Bijagcs,27458.525225040095,2263.3494014008074,290.3566231575717,4364.6532071092915,1345.252468686329,
0000a1c738441a486659,GNB,GNB.9_1,Guinea-Bissau,Tombali,,107914.6112786107,3482.6767683593935,1485.1090633015797,13.93456046900744,0.0,
00004486e2afb34a4d63,GNB,GNB.8_1,Guinea-Bissau,Quinara,Buba,71160.90041785705,4747.5202523060825,112.2663380821812,767.5148035863656,0.0,
0000092a7173ace73203,GIN,GIN.1_1,Guinea,BokÃ©,,773803.490281522,121265.27048281263,26197.2901356798,42082.64775341466,20416.33134577477,
00008ea2bf0104e36476,GIN,GIN.5_1,Guinea,Kindia,,927917.458869418,129189.86483813457,29504.987846151867,59676.5463921702,28725.65840367146,
00005089229e88ca61b1,GNB,GNB.6_1,Guinea-Bissau,GabÃº,,228382.5027058573,6630.262601575444,2739.825284186273,2127.1217396214192,0.0,
0000d29d932816658073,GNB,GNB.1_1,Guinea-Bissau,BafatÃ¡,,214689.4792752315,3548.8165811004174,283.4941915823604,0.0,0.0,
0000ef286282c2244d97,GNB,GNB.7_1,Guinea-Bissau,Oio,,239129.7253947204,2613.8087684903953,698.075193982185,11.466756157748863,0.0,
00003618694a9df5c034,SEN,SEN.7_1,Senegal,Kolda,,568623.1388681908,45987.60803836186,24685.54128157166,41816.11831017314,3673.519526769138,
000015736031466a909e,SEN,SEN.12_1,Senegal,Tambacounda,SÃ©nÃ©gal Oriental,558532.3253275335,42863.52397604108,17773.68969794383,39408.50384457906,8328.426885900524,
0000b801f0cec9cc20a1,SEN,SEN.11_1,Senegal,SÃ©dhiou,,396012.0543118343,37362.575872122325,12439.931523002952,2156.33387843827,344.2468660827138,
0000602f33c867e3b9b7,GNB,GNB.3_1,Guinea-Bissau,Bissau,,1096.1714305712596,4447.803187181446,2280.036575588218,1140.0182877941097,1090.4971314012437,
00008e0ccc9344e532ea,GNB,GNB.2_1,Guinea-Bissau,Biombo,,47151.10835436012,2857.379622095738,2144.5486041436498,1655.4697986300991,735.5211806994253,
0000bbc6b305f2c6909a,GMB,GMB.2_1,Gambia,Lower River,Central|South Bank,57820.96117453128,10249.222351462393,546.3650190550271,1682.2291376167975,0.0,
00004159c410485e6ec8,SEN,SEN.5_1,Senegal,Kaolack,,553481.6543283041,113791.70136424167,51378.10298968121,61216.32380757432,25853.00474824301,
0000106e943de78c023c,GMB,GMB.3_1,Gambia,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,204176.78308900818,4071.4873071316415,588.3592828814078,0.0,0.0,
00003e1c753980ca870d,SEN,SEN.4_1,Senegal,Kaffrine,,539238.792824079,64566.61340102713,21089.792553267067,31956.596820242532,11128.072060528997,
00006ba1e01395c37849,GMB,GMB.5_1,Gambia,Upper River,,152902.75494321578,19679.033299083294,4665.573249397962,6135.091784853094,0.0,
0000907166da06af5667,SEN,SEN.6_1,Senegal,KÃ©dougou,SÃ©nÃ©gal Oriental,128521.13993004404,27204.623097138923,4073.8038363047804,9949.325325821397,4874.121923108943,
0000b2f76e1579347564,MRT,MRT.6_1,Mauritania,Guidimaka,Guidimagha|Guidimakha,271827.8140727132,7691.449349584415,3491.458524348806,7743.699301325945,2087.03589078156,
0000ab37cc2d64c1717f,GIN,GIN.6_1,Guinea,LabÃ©,,992550.587181805,35640.72671978385,4384.672100798126,4148.558839394724,33.13805195522476,
0000772822dfacd7dde6,GIN,GIN.7_1,Guinea,Mamou,,695969.4173044814,33519.96596835596,7083.380363557398,9383.141413268337,4368.275963903219,
000006909bc1d595410e,SLE,SLE.2_1,Sierra Leone,Northern,,1643432.1915934798,82518.54831753741,14636.026908843109,14437.452182380859,12430.396206992506,
000013d321e7152cce44,SLE,SLE.1_1,Sierra Leone,Eastern,,826621.4836344507,81337.43537976188,3395.36576340247,2005.444025596741,557.2373110208316,
00003a75c5ae36e696e5,GIN,GIN.2_1,Guinea,Conakry,,1183.2694431096982,3967.4328386619272,1020.8599117024847,2373.4091651186486,4006.51088502992,
0000c91c3d31d65c6762,SLE,SLE.3_1,Sierra Leone,Southern,,1089282.4084090882,21221.813757177046,2363.757974004413,8387.117101888176,835.8473957450112,
0000386c909e82a8650c,SLE,SLE.4_1,Sierra Leone,Western,,23088.030300692306,11859.742114465345,825.0858593250837,3520.0756459600234,4561.605026351573,
00001e9742320052d8b8,GIN,GIN.8_1,Guinea,NzÃ©rÃ©korÃ©,,1116607.209212141,125900.38862601786,45687.02172603544,19041.21449021784,4153.31184313205,
00006549045a637e2fb7,LBR,LBR.3_1,Liberia,Gbapolu,Gbarpolu,95950.65958337214,18628.661774488704,0.0,0.0,0.0,
00003ae2d4bf0b55f62e,LBR,LBR.4_1,Liberia,Grand Cape Mount,,147144.3973447911,22578.72436999633,106.29439404730861,425.17757618923446,622.5814508485219,
0000a557ff1c1c7c3b20,LBR,LBR.1_1,Liberia,Bomi,,83953.50378528573,14052.908733485758,783.7664525027878,937.6364528022018,551.6695053088473,
00009f930a0069bec042,LBR,LBR.11_1,Liberia,Montserrado,,86551.46147805033,23275.716322005355,3149.1092847422133,6494.98594484401,773.8730264084242,
00002071b993cf1abaa5,LBR,LBR.9_1,Liberia,Margibi,,74963.49644208378,42921.09568922127,8528.348305289688,19416.266119015134,7920.003139198228,
0000efc0e6b1324328e1,CIV,CIV.2_1,CÃ´te d'Ivoire,Bas-Sassandra,,1015212.6682959197,126424.50662406169,22858.120253294077,112897.84976280891,165499.97320590465,
0000aa958ecd3715c755,LBR,LBR.10_1,Liberia,Maryland,,97090.52102854583,3575.030597248824,805.8750079520906,708.3079309364961,522.6405493935375,
0000cd72e9ef91220391,LBR,LBR.7_1,Liberia,GrandKru,Grand Kru,69082.97742797699,1837.3503934743949,0.0,0.0,0.0,
00007d6ec3b1bbe8f4d4,LBR,LBR.14_1,Liberia,River Gee,,85781.26640039477,3185.5525394755255,279.89993033847566,1221.29841538617,764.1113357404433,
0000f40ba36f9387ba73,LBR,LBR.15_1,Liberia,Sinoe,,106187.1370681058,9477.233170614512,1957.4560978394418,1389.8598690823446,876.6788938638758,
00008b191d54f6a664e1,LBR,LBR.5_1,Liberia,GrandBassa,Grand Bassa,156507.8480631634,43446.03971007715,3296.121528766387,4669.297547920549,47.986720741869036,
0000defcf5b9a720b1a9,LBR,LBR.13_1,Liberia,River Cess,Rivercess,84617.06653734435,7689.652330651834,0.0,0.0,0.0,
00006c59a95551c057d6,LBR,LBR.6_1,Liberia,GrandGedeh,Grand Gedeh,81349.17787893454,13746.840615517503,4823.66608194567,6255.643403044634,0.0,
000063949a259c126e3a,CIV,CIV.8_1,CÃ´te d'Ivoire,Montagnes,,1052443.6146257077,228369.69826525004,61157.27128421814,161250.2122683561,111103.63150129846,
0000f7ee77724941fe4b,LBR,LBR.12_1,Liberia,Nimba,,413914.54863027885,31148.983118366497,2204.121450797743,797.7513982147734,1488.076629956167,
