system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,noacc14,noacc19,noacc18,noacc17,noacc16,noacc15
000080cd0e9ec710999d,DJI,DJI.1_1,Djibouti,Ali Sabieh,`Ali SabÃ®h,4.59367824,5.26457409,0,0,0,0
00008a651976f0ae9449,DJI,DJI.2_1,Djibouti,Dikhil,Dikkil,11.96646577,13.64991418,0,0,0,0
000077e4edf133908ae4,SOM,SOM.1_1,Somalia,Awdal,Adal | Adel,84678.92048,96575.52496,293407.6607,293407.6607,293407.6607,293407.6607
0000b9c0a04df12e9a5e,ETH,ETH.9_1,Ethiopia,Somali,Sumale,1234492.992,1402925.22,4375215.782,4375215.782,4375215.782,4375215.782
0000f81a8204cd1d48c4,SOM,SOM.18_1,Somalia,Woqooyi Galbeed,North-West| W.Galbeed| Woqooyi Gelbeed,130359.6723,136274.1411,111256.9851,111256.9851,111256.9851,111256.9851
00003ddf78c5ec81b406,SOM,SOM.17_1,Somalia,Togdheer,Tog-Dheer| Togdheer| Togder,114594.544,129391.3737,166608.4615,166608.4615,166608.4615,166608.4615
0000da7b6a15b51d1436,ETH,ETH.8_1,Ethiopia,Oromia,Oromiya,4736723.929,5361848.916,1.89E+07,1.89E+07,1.89E+07,1.89E+07
00008196d831a3f551f8,ETH,ETH.5_1,Ethiopia,Dire Dawa,,18630.56259,20133.48148,9650.04531,9650.04531,9650.04531,9650.04531
00000bbd4719918b9bc1,ETH,ETH.7_1,Ethiopia,Harari People,Hareri,10379.63847,10230.31806,55848.73849,55848.73849,55848.73849,55848.73849
000002735c556a4a04f4,ETH,ETH.3_1,Ethiopia,Amhara,Amara,3054652.624,3472714.774,1.46E+07,1.46E+07,1.46E+07,1.46E+07
0000c99cbfa4aac967f1,ETH,ETH.10_1,Ethiopia,"Southern Nations, Nationalities and Peoples",SNNPR,2267861.167,2587712.953,1.21E+07,1.21E+07,1.21E+07,1.21E+07
000064ff29c9f2b143bb,ETH,ETH.1_1,Ethiopia,Addis Abeba,Ä€ddÄ«s Ä€baba|Addis Ababa|Adis-Abeba|Ä€dÄ«s Ä€beba,0,0,0,0,0,0
00007f05a0c8c1b446ff,ETH,ETH.4_1,Ethiopia,Benshangul-Gumaz,Beneshangul Gumu,316933.7056,357560.6547,591662.9821,591662.9821,591662.9821,591662.9821
0000ae767a0f45156b05,SDN,SDN.3_1,Sudan,Blue Nile,An NÄ«l al Azraq|Nil Bleu|Nilo Azul,86495.08933,98816.24908,503743.1963,503743.1963,503743.1963,503743.1963
0000fa5bacc49050b26f,SDN,SDN.13_1,Sudan,Sennar,Sinnar,248075.9896,235066.0191,859856.1438,859856.1438,859856.1438,859856.1438
0000ab836fe10d80c524,SDN,SDN.2_1,Sudan,Al Qadarif,Gedarif|Gadarif|Gedaref|Gederaf,267515.872,267626.6692,894962.1241,894962.1241,894962.1241,894962.1241
0000735e03ccdeff43dc,SDN,SDN.6_1,Sudan,Kassala,Cassala|Kessala,128568.7193,137705.8536,1207111.638,1207111.638,1207111.638,1207111.638
00004e31f6720c4ca5fc,ERI,ERI.4_1,Eritrea,Gash Barka,Gash-Barka|al-Qash wa-Barka|Debubawi Gash Barka,129127.4446,133848.105,1096795.692,1096795.692,1096795.692,1096795.692
0000cecdd387b0c4423c,ERI,ERI.5_1,Eritrea,Maekel,Central|al-Markaziyah|Maakel|Maekelay|Ma'kil|Makelay,190341.6581,200331.4433,942789.4822,942789.4822,942789.4822,942789.4822
000016e7bed6e7290df2,ERI,ERI.1_1,Eritrea,Anseba,Ansaba|A'Nseba,33986.44715,33008.36125,592768.5176,592768.5176,592768.5176,592768.5176
00007aaaa891b2855980,ERI,ERI.6_1,Eritrea,Semenawi Keyih Bahri,Northern Red Sea|al-Bahru al-Ahmaru ash-Shimali|Semenawi Keyh Bahri|Semien-Keih-Bahri,141312.5861,148086.637,583357.066,583357.066,583357.066,583357.066
0000bf6ded5fa2c555b2,SDN,SDN.7_1,Sudan,Khartoum,Al KharÅ£Å«m| Al KhurÅ£Å«m| Cartum|Jartum| Khartum,145397.792,121562.8032,220291.8358,220291.8358,220291.8358,220291.8358
0000f84f4a1b81e97b06,SDN,SDN.1_1,Sudan,Al Jazirah,Gezira,533671.4834,441181.432,1147830.235,1147830.235,1147830.235,1147830.235
0000977481f539399c43,SDN,SDN.18_1,Sudan,White Nile,An Baá¸¥r al Abyad|An NÄ«l al-Abyad|Nil Blanc|Nilo Branco,575395.8347,601331.6747,887100.578,887100.578,887100.578,887100.578
0000c65d8bdb4c8cdd57,SDN,SDN.9_1,Sudan,North Kurdufan,KurdufÄn ash ShamÄlÄ«yah|ShamÄl KurdufÄn|North Kordofan|Kordofan septentrional,352463.6734,390892.0302,1132997.406,1132997.406,1132997.406,1132997.406
0000909cbb0668c1a69f,SDN,SDN.8_1,Sudan,North Darfur,DÄrfÅ«r ash ShamÄlÄ«yah| ShamÄl DÄrfÅ«r| Darfur septentrional,274559.5296,314806.9244,2398917.953,2398917.953,2398917.953,2398917.953
0000660a84f04ff6ab2e,SDN,SDN.17_1,Sudan,West Kurdufan,Gharb KurdufÄn| Gharb Kurdufun| KurdufÄn al GharbÄ«yah| Western Kordofan,304215.2513,336044.2795,1105520.942,1105520.942,1105520.942,1105520.942
0000cc9aed68e90d14f7,SDN,SDN.5_1,Sudan,East Darfur,,162776.6525,181449.3364,1489190.741,1489190.741,1489190.741,1489190.741
0000e0a9cfc000769b32,SDN,SDN.14_1,Sudan,South Darfur,DÄrfÅ«r al JanÅ«bÄ«yah| JanÅ«b DÄrfÅ«r| Darfur mÃ©ridional| Southern Darfur,460277.5335,516002.9611,2915125.654,2915125.654,2915125.654,2915125.654
000058c49a8442a7e059,SSD,SSD.9_1,South Sudan,West Bahr-al-Ghazal,Bahr al-GhazÄl al GharbÄ«yah|Gharb Bahr al-GhazÄl |Bahr el-Ghazal occidental| Western Bahr el Ghazal,37564.9809,39273.29986,107320.7191,107320.7191,107320.7191,107320.7191
0000f3258289338b85c1,SSD,SSD.5_1,South Sudan,North Bahr-al-Ghazal,North Bahr-al-Gazal| North Bahr el Ghazal| Shamal Bahr al Ghazal,249489.5665,261485.2623,516895.9948,516895.9948,516895.9948,516895.9948
00008c3031ef99a17707,SSD,SSD.6_1,South Sudan,Unity,Al-Wahdah| Wahda,150057.9748,157025.7758,657342.7993,657342.7993,657342.7993,657342.7993
0000b7270d8a658d76f9,SDN,SDN.15_1,Sudan,South Kurdufan,Southern Kordofan|South Kordufan|JanÅ«b KurdufÄn|Janub Kurdufun|KurdufÄn al JanÅ«bÄ«yah|Kordofan mÃ©ridional,248597.7244,278001.7656,529913.8775,529913.8775,529913.8775,529913.8775
000061b77b7d1b67df83,SSD,SSD.3_1,South Sudan,Jungoli,Jonglei| Jonglie| Jonqley| Junglei| JunqalÄ«| Jongley,163805.0424,169192.5863,1352923.472,1352923.472,1352923.472,1352923.472
0000d282d12eb42c340d,SSD,SSD.7_1,South Sudan,Upper Nile,Upper Nile|Sobat|a`Ä€lÄ« an NÄ«l|Nil supÃ©rieur,303507.3029,315712.9481,949570.8473,949570.8473,949570.8473,949570.8473
0000a0aa897afbe9479a,ETH,ETH.6_1,Ethiopia,Gambela Peoples,Gambela,135957.3914,152576.6164,251120.8174,251120.8174,251120.8174,251120.8174
0000259b25670027a887,SSD,SSD.2_1,South Sudan,Eastern Equatoria,Al IstiwÄ'Ä«yah ash SharqÄ«yah| Sharq al IstiwÄ'Ä«yah| Ã‰quatoria oriental,214984.411,227505.0735,2423632.273,2423632.273,2423632.273,2423632.273
0000d5c43dd5710bc254,KEN,KEN.43_1,Kenya,Turkana,,944763.0055,973144.1425,31967.16728,31967.16728,31967.16728,31967.16728
0000aa19b6883ff761d3,UGA,UGA.28_1,Uganda,Kotido,,473600.5631,564364.1271,38586.84535,38586.84535,38586.84535,38586.84535
0000d66cba74b48b8fa8,SSD,SSD.1_1,South Sudan,Central Equatoria,Bahr el Gabel| Bahr-al-Jabal,163601.4456,168892.2564,824880.5087,824880.5087,824880.5087,824880.5087
00003a858435c097ed22,SSD,SSD.4_1,South Sudan,Lakes,,118331.4676,123749.0487,728261.5293,728261.5293,728261.5293,728261.5293
00003194b65cfd22eb1e,SSD,SSD.10_1,South Sudan,West Equatoria,Al IstiwÄ'Ä«yah al GharbÄ«yah|Gharb al IstiwÄ'Ä«yah| Ã‰quatoria occidental,78761.29306,83445.80689,684094.5564,684094.5564,684094.5564,684094.5564
00001fa50e58b0fb9a4a,COD,COD.5_1,Democratic Republic of the Congo,Haut-UÃ©lÃ©,,1026243.646,1195630.294,410076.8461,410076.8461,410076.8461,410076.8461
0000e10ea8096e028189,SSD,SSD.8_1,South Sudan,Warap,Warab|Warrab,219837.2026,230336.3295,793784.8689,793784.8689,793784.8689,793784.8689
0000cd1cf1a2cd935114,CAF,CAF.4_1,Central African Republic,Haut-Mbomou,Haut-M'bomou|Obo-Zemio,30362.77703,30880.11445,42197.42095,42197.42095,42197.42095,42197.42095
00008daca10b1b847f04,COD,COD.6_1,Democratic Republic of the Congo,Ituri,,3426569.081,3991809.796,789835.182,789835.182,789835.182,789835.182
0000a488386fdb660354,COD,COD.19_1,Democratic Republic of the Congo,Nord-Kivu,,3404544.319,3736893.937,1706648.756,1706648.756,1706648.756,1706648.756
0000fb40d87511af6ceb,UGA,UGA.5_1,Uganda,Bundibugyo,,241645.556,282046.6795,68795.4219,68795.4219,68795.4219,68795.4219
0000ace61fdebbf7e6c1,UGA,UGA.13_1,Uganda,Kabarole,,442459.2008,496074.4698,19689.05066,19689.05066,19689.05066,19689.05066
00001a00ddbc42d2c157,UGA,UGA.21_1,Uganda,Kasese,,571073.7604,653686.624,31524.06215,31524.06215,31524.06215,31524.06215
0000eb8589fc7864f6f4,UGA,UGA.18_1,Uganda,Kamwenge,,442080.5956,525014.5038,40435.96643,40435.96643,40435.96643,40435.96643
00004c268e75c1eec3c0,UGA,UGA.39_1,Uganda,Mbarara,,1437964.847,1659781.036,111334.4309,111334.4309,111334.4309,111334.4309
00007099f2f7724a5832,UGA,UGA.30_1,Uganda,Kyenjojo,,772262.1121,910713.1732,33366.51586,33366.51586,33366.51586,33366.51586
0000be76e9363db40300,UGA,UGA.53_1,Uganda,Sembabule,,256259.566,300858.1769,15338.92245,15338.92245,15338.92245,15338.92245
00008abef4ad8a310df7,UGA,UGA.43_1,Uganda,Mubende,,931030.6197,1086693.232,58216.70735,58216.70735,58216.70735,58216.70735
000092a87d4063a9fb4a,UGA,UGA.35_1,Uganda,Masaka,,705079.613,781957.4106,56523.18246,56523.18246,56523.18246,56523.18246
0000786e6549db9ba87f,UGA,UGA.42_1,Uganda,Mpigi,,407359.8091,441108.4717,43640.57493,43640.57493,43640.57493,43640.57493
0000a75ac2f51446647f,UGA,UGA.24_1,Uganda,Kibale,Kibaale,829311.3391,986620.3474,75813.4103,75813.4103,75813.4103,75813.4103
0000c2f829be0f913e59,UGA,UGA.25_1,Uganda,Kiboga,,361179.4166,421312.7138,20699.06808,20699.06808,20699.06808,20699.06808
0000423cbdf24388a46a,UGA,UGA.31_1,Uganda,Lake Albert,,540.934662,645.9642415,313.6167672,313.6167672,313.6167672,313.6167672
0000290eac099342fb8a,UGA,UGA.9_1,Uganda,Hoima,,570049.2999,659309.2354,31283.86146,31283.86146,31283.86146,31283.86146
0000746ee8a0d475e55b,UGA,UGA.36_1,Uganda,Masindi,,666475.6589,757028.5228,31646.79888,31646.79888,31646.79888,31646.79888
0000e1a1d0ee891201fa,UGA,UGA.3_1,Uganda,Arua,,964262.4986,1133969.515,253796.2851,253796.2851,253796.2851,253796.2851
000074b5eb36f8aad5b2,UGA,UGA.58_1,Uganda,Yumbe,,511355.7558,602138.9987,44762.8969,44762.8969,44762.8969,44762.8969
0000aecc4df63893d820,UGA,UGA.41_1,Uganda,Moyo,,99640.74149,115681.739,50022.70063,50022.70063,50022.70063,50022.70063
0000a4e1377e71e30a8d,UGA,UGA.1_1,Uganda,Adjumani,,210925.1943,234870.2126,17691.71752,17691.71752,17691.71752,17691.71752
000064d014a1fd2425c8,UGA,UGA.8_1,Uganda,Gulu,,690074.0599,777020.2785,46491.9,46491.9,46491.9,46491.9
00008dcd94e4f0fd2f14,UGA,UGA.47_1,Uganda,Nebbi,,599677.6309,708501.7831,90370.14798,90370.14798,90370.14798,90370.14798
0000edef51b4563e00b8,UGA,UGA.2_1,Uganda,Apac,,1081333.668,1273314.908,62031.04987,62031.04987,62031.04987,62031.04987
0000b6bd3f70328543e9,UGA,UGA.33_1,Uganda,Lira,,1029571.523,1203575.388,62819.80363,62819.80363,62819.80363,62819.80363
0000b4e1681723efdfab,UGA,UGA.49_1,Uganda,Pader,,410848.7287,488951.3305,45141.40082,45141.40082,45141.40082,45141.40082
00007c611363482dd828,UGA,UGA.27_1,Uganda,Kitgum,,318048.8611,372269.1243,36703.28856,36703.28856,36703.28856,36703.28856
00000ae08373e164040a,UGA,UGA.40_1,Uganda,Moroto,,246266.9064,280949.3746,19267.21997,19267.21997,19267.21997,19267.21997
0000c680b17e2ba4e072,UGA,UGA.22_1,Uganda,Katakwi,,482431.9514,572883.3686,18601.67104,18601.67104,18601.67104,18601.67104
0000708f65cbbc2a55e9,UGA,UGA.45_1,Uganda,Nakapiripirit,,320429.3272,381231.9303,9046.415474,9046.415474,9046.415474,9046.415474
000005cfe8b0ebc7fe61,UGA,UGA.29_1,Uganda,Kumi,,573248.3063,678106.0098,98872.15162,98872.15162,98872.15162,98872.15162
000087e8f9334e9b78ea,UGA,UGA.55_1,Uganda,Soroti,,577174.3255,680435.3096,31804.09796,31804.09796,31804.09796,31804.09796
0000f9b94319dc11560a,UGA,UGA.54_1,Uganda,Sironko,,346700.934,412725.7538,101663.1042,101663.1042,101663.1042,101663.1042
00007ba75d9c81d5d7d5,UGA,UGA.20_1,Uganda,Kapchorwa,,288631.7843,336998.3051,32606.26654,32606.26654,32606.26654,32606.26654
0000322c657a2f8b3a8a,UGA,UGA.38_1,Uganda,Mbale,,717292.4247,847375.8961,232334.7868,232334.7868,232334.7868,232334.7868
00005ca1fecc03816e7d,KEN,KEN.3_1,Kenya,Bungoma,,1008046.959,879511.0935,529695.0528,529695.0528,529695.0528,529695.0528
0000caf7eddbe8c46305,UGA,UGA.50_1,Uganda,Pallisa,,798556.1747,938797.7478,94829.65711,94829.65711,94829.65711,94829.65711
00007b6cc5eccd024f14,UGA,UGA.56_1,Uganda,Tororo,,713693.3304,809684.9771,90453.13301,90453.13301,90453.13301,90453.13301
0000b205f78f1cbe924a,UGA,UGA.17_1,Uganda,Kamuli,,987903.7573,1153216.947,157724.5364,157724.5364,157724.5364,157724.5364
0000ae469015c3b4f914,UGA,UGA.10_1,Uganda,Iganga,,846499.8943,982250.1073,129901.1116,129901.1116,129901.1116,129901.1116
00006eaa8c01cf41b1d2,UGA,UGA.14_1,Uganda,Kaberamaido,,241255.9357,285859.0987,8400.142587,8400.142587,8400.142587,8400.142587
0000d4f70969a6a64374,UGA,UGA.46_1,Uganda,Nakasongola,,183414.9216,211550.7654,9242.672783,9242.672783,9242.672783,9242.672783
0000275d7ae95af61a2d,UGA,UGA.34_1,Uganda,Luwero,Luweero,483943.8688,521731.0461,53152.48801,53152.48801,53152.48801,53152.48801
0000ae294fe3e0ed1a08,UGA,UGA.23_1,Uganda,Kayunga,,310610.8533,343886.0573,31067.11876,31067.11876,31067.11876,31067.11876
0000cfc546a9107761d8,UGA,UGA.44_1,Uganda,Mukono,,595759.6911,594422.4329,64087.77147,64087.77147,64087.77147,64087.77147
000030d3aa67c9e7057b,UGA,UGA.11_1,Uganda,Jinja,,158637.7594,168352.2788,73458.62001,73458.62001,73458.62001,73458.62001
0000c1b8a547d2d954c5,UGA,UGA.57_1,Uganda,Wakiso,,212041.2123,136741.8147,15645.7098,15645.7098,15645.7098,15645.7098
0000104a770d19ed9752,UGA,UGA.32_1,Uganda,Lake Victoria,,8004.714289,9346.457435,273.2083475,273.2083475,273.2083475,273.2083475
0000851abfe96881c1a3,UGA,UGA.16_1,Uganda,Kampala,,0,0,0,0,0,0
0000e4eced8bb7d320f7,UGA,UGA.37_1,Uganda,Mayuge,,319923.7209,367689.6109,195494.7764,195494.7764,195494.7764,195494.7764
000056612b1982e315e1,UGA,UGA.4_1,Uganda,Bugiri,,485356.2843,572623.1304,173744.9762,173744.9762,173744.9762,173744.9762
0000c1743d7e49c096cb,UGA,UGA.7_1,Uganda,Busia,,269583.3307,303296.774,34896.51017,34896.51017,34896.51017,34896.51017
000088bbc9548320dd98,KEN,KEN.4_1,Kenya,Busia,,396252.606,353387.1359,293074.1577,293074.1577,293074.1577,293074.1577
0000e49c1a9007588a99,KEN,KEN.11_1,Kenya,Kakamega,,861388.3083,608912.617,305698.1589,305698.1589,305698.1589,305698.1589
0000dab3411082e8fc7f,KEN,KEN.38_1,Kenya,Siaya,,726436.0579,642678.9907,109004.0419,109004.0419,109004.0419,109004.0419
0000d41f070d65bf04c4,KEN,KEN.45_1,Kenya,Vihiga,,105021.8851,15284.56663,35748.51381,35748.51381,35748.51381,35748.51381
0000069897fd7733ac54,KEN,KEN.17_1,Kenya,Kisumu,,455831.3686,238088.3413,56424.50207,56424.50207,56424.50207,56424.50207
000003864b18350fc665,KEN,KEN.32_1,Kenya,Nandi,,522854.9259,498942.5375,282163.9534,282163.9534,282163.9534,282163.9534
00005e6e02556128b31d,KEN,KEN.44_1,Kenya,Uasin Gishu,,635717.7564,567158.7454,58256.7449,58256.7449,58256.7449,58256.7449
00007c7d7735137706dc,KEN,KEN.5_1,Kenya,Elgeyo-Marakwet,,338380.1515,352278.5077,61841.58717,61841.58717,61841.58717,61841.58717
000024a4e2e3b86a7160,KEN,KEN.12_1,Kenya,Kericho,,441708.9127,322426.0099,208631.3423,208631.3423,208631.3423,208631.3423
0000ac6802a502e7aec7,KEN,KEN.1_1,Kenya,Baringo,,581081.6003,621093.3028,37907.34878,37907.34878,37907.34878,37907.34878
0000d6b1e78c82b0225d,KEN,KEN.47_1,Kenya,West Pokot,,607945.5257,655539.1892,22789.58565,22789.58565,22789.58565,22789.58565
00007f2a767556417d3c,KEN,KEN.42_1,Kenya,Trans Nzoia,,687465.5206,591886.2465,84528.90736,84528.90736,84528.90736,84528.90736
0000c2caecc64371b3bf,KEN,KEN.37_1,Kenya,Samburu,,233929.2546,244942.0766,1987.284223,1987.284223,1987.284223,1987.284223
0000d6e27b968247bf95,KEN,KEN.25_1,Kenya,Marsabit,,251480.1946,267638.3724,20252.0891,20252.0891,20252.0891,20252.0891
0000ca10233827ea1275,KEN,KEN.9_1,Kenya,Isiolo,,133134.526,130149.0116,5983.70075,5983.70075,5983.70075,5983.70075
0000c68c12cbefc05e06,KEN,KEN.20_1,Kenya,Laikipia,,370076.0015,373540.1575,4167.236219,4167.236219,4167.236219,4167.236219
00007157aff87c4cf8fb,KEN,KEN.31_1,Kenya,Nakuru,,908551.7773,618327.0414,57606.58625,57606.58625,57606.58625,57606.58625
00009ccbb608b6d6dbd8,KEN,KEN.35_1,Kenya,Nyandarua,,543662.9546,445992.6358,21138.8619,21138.8619,21138.8619,21138.8619
000099f3ade2b937a345,KEN,KEN.26_1,Kenya,Meru,,547380.0301,464121.8221,464980.4612,464980.4612,464980.4612,464980.4612
000047205a9950df1e1b,KEN,KEN.36_1,Kenya,Nyeri,,222812.1444,154919.3142,46811.97824,46811.97824,46811.97824,46811.97824
00009b64a8653a8b302e,KEN,KEN.41_1,Kenya,Tharaka-Nithi,,205744.7104,216283.8382,108064.595,108064.595,108064.595,108064.595
00007ca72364c7f9f7ce,KEN,KEN.7_1,Kenya,Garissa,,515477.5224,580277.4539,43511.03194,43511.03194,43511.03194,43511.03194
00001f63df3bf8c78a63,KEN,KEN.46_1,Kenya,Wajir,,771610.8666,781468.561,151872.0127,151872.0127,151872.0127,151872.0127
000051373c7d310c2ffa,KEN,KEN.24_1,Kenya,Mandera,,1250821.166,1350361.024,328195.603,328195.603,328195.603,328195.603
00000b37a78d352e759e,SOM,SOM.7_1,Somalia,Gedo,Gado,60738.19521,69210.52216,436507.8256,436507.8256,436507.8256,436507.8256
00000b0ccf2444d74c7b,SOM,SOM.8_1,Somalia,Hiiraan,Hiiran,76461.98666,86865.99971,385572.866,385572.866,385572.866,385572.866
000094460e2b9c5cb036,SOM,SOM.2_1,Somalia,Bakool,,66602.15226,76296.03609,403324.948,403324.948,403324.948,403324.948
0000a4337668b514b42f,SOM,SOM.5_1,Somalia,Bay,Baay,237299.3557,265884.0772,533309.0317,533309.0317,533309.0317,533309.0317
00009ef143ddcfb8d0c6,SOM,SOM.15_1,Somalia,Shabeellaha Hoose,Sh. Hoose| Lower Shabele,386900.0112,431430.1694,639167.7918,639167.7918,639167.7918,639167.7918
0000026a76dd0a60e369,SOM,SOM.9_1,Somalia,Jubbada Dhexe,J. Dhexe| Central Juba| Middle Juba,132900.7344,151906.5479,235494.1606,235494.1606,235494.1606,235494.1606
0000ec7b00fb4ba29515,SOM,SOM.10_1,Somalia,Jubbada Hoose,J. Hoose| Lower Juba,122391.6,135813.1121,308884.1719,308884.1719,308884.1719,308884.1719
0000033ab85a10b5c2db,KEN,KEN.21_1,Kenya,Lamu,,94213.044,76565.37956,2011.113832,2011.113832,2011.113832,2011.113832
0000d97864e30d5db3a5,KEN,KEN.14_1,Kenya,Kilifi,,677339.6712,534571.0579,45862.73766,45862.73766,45862.73766,45862.73766
0000e634f509e1b5cbe8,KEN,KEN.40_1,Kenya,Tana River,,300502.0765,307006.0137,4041.057046,4041.057046,4041.057046,4041.057046
0000859bcced57acede7,KEN,KEN.18_1,Kenya,Kitui,,1052171.801,1065039.415,24021.68522,24021.68522,24021.68522,24021.68522
0000c03e0e61a2078d6c,KEN,KEN.22_1,Kenya,Machakos,,655270.792,433665.7637,29690.8686,29690.8686,29690.8686,29690.8686
0000fa8d93e6b3cdc22e,KEN,KEN.23_1,Kenya,Makueni,,886200.8949,855625.164,47238.76737,47238.76737,47238.76737,47238.76737
0000f3668bd6d1a49231,KEN,KEN.13_1,Kenya,Kiambu,,143340.3214,36052.66139,15347.37176,15347.37176,15347.37176,15347.37176
0000c72e3ec9bf5cef6e,KEN,KEN.29_1,Kenya,Murang'a,,408470.6031,177272.038,100167.934,100167.934,100167.934,100167.934
00006aa279ec2fa0daf0,KEN,KEN.6_1,Kenya,Embu,,261570.9429,247729.7308,111216.5948,111216.5948,111216.5948,111216.5948
00000143e28301ff11d3,KEN,KEN.15_1,Kenya,Kirinyaga,,257704.7827,115275.6908,51213.77316,51213.77316,51213.77316,51213.77316
000053d59bbbe785233a,KEN,KEN.33_1,Kenya,Narok,,895233.9978,955875.6688,160622.3453,160622.3453,160622.3453,160622.3453
0000f2eebe1864edf697,KEN,KEN.2_1,Kenya,Bomet,,273293.1066,247248.5336,567122.3976,567122.3976,567122.3976,567122.3976
0000ad6ff40152e9242f,KEN,KEN.8_1,Kenya,Homa Bay,,728114.2953,665232.3093,183748.9187,183748.9187,183748.9187,183748.9187
0000bb3a9a5d0ed74484,KEN,KEN.34_1,Kenya,Nyamira,,220527.8475,41300.62368,60713.35988,60713.35988,60713.35988,60713.35988
00004c75830331a27272,KEN,KEN.16_1,Kenya,Kisii,,345498.4627,75822.19189,126844.2048,126844.2048,126844.2048,126844.2048
00009f9c316f11b91061,KEN,KEN.27_1,Kenya,Migori,,463547.0541,414261.3863,374278.5163,374278.5163,374278.5163,374278.5163
000004528ef99d50ec8e,TZA,TZA.12_1,Tanzania,Mara,,1584185.476,1655790.578,118854.2171,118854.2171,118854.2171,118854.2171
00004c7368ea369da415,TZA,TZA.1_1,Tanzania,Arusha,,1013708.728,1062001.698,62195.17668,62195.17668,62195.17668,62195.17668
000070e599ef8af99deb,KEN,KEN.10_1,Kenya,Kajiado,,420628.8554,418252.3927,10369.71997,10369.71997,10369.71997,10369.71997
00007045bfaa595f36bf,KEN,KEN.30_1,Kenya,Nairobi,,3.70250393,0,0,0,0,0
00000c5a5313658e8c1e,TZA,TZA.9_1,Tanzania,Kilimanjaro,,621899.9847,575984.2658,232761.6246,232761.6246,232761.6246,232761.6246
0000b5d7397dc022cbef,TZA,TZA.24_1,Tanzania,Simiyu,,1793387.871,2012216.439,48117.02537,48117.02537,48117.02537,48117.02537
0000defaab9c284823e2,TZA,TZA.11_1,Tanzania,Manyara,,1430409.902,1548979.951,60724.30603,60724.30603,60724.30603,60724.30603
00000db743ed39bd2140,TZA,TZA.25_1,Tanzania,Singida,,1411986.953,1536205.592,15393.26438,15393.26438,15393.26438,15393.26438
0000424b2be638a59403,KEN,KEN.39_1,Kenya,Taita Taveta,,201681.1851,179575.0777,16960.33081,16960.33081,16960.33081,16960.33081
00000b14b07ed1c421e1,KEN,KEN.19_1,Kenya,Kwale,,498265.9029,456632.9113,10091.78347,10091.78347,10091.78347,10091.78347
000054647953dae2a15e,KEN,KEN.28_1,Kenya,Mombasa,,853.6857003,0,0,0,0,0
0000786f3ef498d9145d,TZA,TZA.27_1,Tanzania,Tanga,,1528741.097,1557241.154,298101.5726,298101.5726,298101.5726,298101.5726
00007a0f5c6c3d4e4743,TZA,TZA.18_1,Tanzania,Pemba North,Kaskazini Pemba,84292.79781,84409.69065,70165.78734,70165.78734,70165.78734,70165.78734
0000a27f2eca7166cb20,TZA,TZA.19_1,Tanzania,Pemba South,Kusini Pemba,96012.06031,94737.24863,56482.47919,56482.47919,56482.47919,56482.47919
000066815f2cdc35a33b,TZA,TZA.29_1,Tanzania,Zanzibar South and Central,Kusini Unguja,70667.0076,55935.42049,4565.207848,4565.207848,4565.207848,4565.207848
0000914d9ac55fe26b97,TZA,TZA.28_1,Tanzania,Zanzibar North,Kaskazini Unguja,77844.03363,62137.89947,20150.75292,20150.75292,20150.75292,20150.75292
0000038658159b9665bc,TZA,TZA.30_1,Tanzania,Zanzibar West,Mjini Magharibi,19882.7292,2353.159501,0,0,0,0
00001d70eac954676b6f,TZA,TZA.20_1,Tanzania,Pwani,,820581.755,721218.6415,13929.39879,13929.39879,13929.39879,13929.39879
0000c2e8eef13d9b5229,TZA,TZA.14_1,Tanzania,Morogoro,,1765234.78,1713352.358,53752.32596,53752.32596,53752.32596,53752.32596
0000b7d7e18038593453,TZA,TZA.3_1,Tanzania,Dodoma,,1916306.442,1987909.709,41363.78787,41363.78787,41363.78787,41363.78787
0000947458e15f4d04b4,TZA,TZA.5_1,Tanzania,Iringa,,769227.8464,778382.8945,9359.9562,9359.9562,9359.9562,9359.9562
0000435fd54496d6c2d1,TZA,TZA.13_1,Tanzania,Mbeya,,2021190.969,2091672.127,159634.3321,159634.3321,159634.3321,159634.3321
000009fbb73eecc112a6,TZA,TZA.17_1,Tanzania,Njombe,,627742.0053,692903.9836,30471.40289,30471.40289,30471.40289,30471.40289
0000675a65ae7d472552,TZA,TZA.10_1,Tanzania,Lindi,,767563.5395,810195.376,76824.48923,76824.48923,76824.48923,76824.48923
0000342a356e9a853acb,TZA,TZA.2_1,Tanzania,Dar es Salaam,Dar-es-salaam|Pwani,61631.29427,17782.67547,0,0,0,0
0000bbb2483f480e72c9,TZA,TZA.15_1,Tanzania,Mtwara,,1088872.156,1125911.228,111782.0163,111782.0163,111782.0163,111782.0163
0000c6796648020ce4fd,MOZ,MOZ.1_1,Mozambique,Cabo Delgado,,1213856.915,1358562.006,214865.9113,214865.9113,214865.9113,214865.9113
000015f2c0403162c276,COM,COM.2_1,Comoros,NjazÃ­dja,Grande Comore,0,0,0,0,0,0
00005f9ed7de7d992e23,COM,COM.1_1,Comoros,Mwali,MohÃ©li,0,0,0,0,0,0
0000ea3223a0f9df7bf7,COM,COM.3_1,Comoros,Nzwani,Anjouan,0,0,0,0,0,0
