system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,tier0_national,tier1_national,tier2_national,tier3_national,tier4_national,.geo
0000f8c9d84d25b54090,SHN,SHN.3_1,Saint Helena,Tristan da Cunha,TristÃ£o da Cunha,0.0,0.0,0.0,0.0,0.0,
0000b227cf6e6027fead,SHN,SHN.2_1,Saint Helena,Saint Helena,,0.0,0.0,0.0,0.0,0.0,
0000425a24df98abc728,SHN,SHN.1_1,Saint Helena,Ascension,AscensÃ£o,0.0,0.0,0.0,0.0,0.0,
0000a8f54daf9a729964,ESH,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,1.5685970032182908,0.0,0.0,0.0,0.0,
0000d317156b6f784739,ESH,ESH.1_1,Western Sahara,Boujdour,Bojador,0.0,0.0,0.0,0.0,0.0,
000091ca6c992b3e1c2d,MRT,MRT.12_1,Mauritania,Tiris Zemmour,,7318.494331764687,784.6156507912492,3646.15814901649,3202.551867795428,54032.77600809047,
00006f1c03981054c396,ESH,ESH.3_1,Western Sahara,Laayoune,El aaiÃºn,0.0,0.0,0.0,0.0,0.0,
00001668573b47a8d958,ESH,ESH.2_1,Western Sahara,Es Semara,Smara,0.0,0.0,0.0,0.0,0.0,
00001b116635795d76c7,MAR,MAR.6_1,Morocco,Guelmim - Es-Semara,,0.0,0.0,0.0,0.0,0.0,
0000abdb4116f29564f9,MAR,MAR.7_1,Morocco,LaÃ¢youne - Boujdour - Sakia El Hamra,,0.0,0.0,0.0,0.0,0.0,
0000652dc562a34887d3,MAR,MAR.4_1,Morocco,Gharb - Chrarda - BÃ©ni Hssen,,0.0,0.0,0.0,0.0,0.0,
00004938b3256d63ce7f,MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,,0.0,0.0,0.0,0.0,0.0,
0000c0944762609b6915,MAR,MAR.15_1,Morocco,Taza - Al Hoceima - Taounate,,0.0,0.0,0.0,0.0,0.0,
0000aa73af7914844178,ESP,ESP.7_1,Spain,Ceuta y Melilla,,0.0,0.0,0.0,0.0,0.0,
00009e5e45df96a30c31,MAR,MAR.10_1,Morocco,Oriental,,0.0,0.0,0.0,0.0,0.0,
0000ef5e7eb6970c1d28,DZA,DZA.48_1,Algeria,Tlemcen,Tilimsene|Tlemsane|Tilimsen|TremecÃ©m,0.0,0.0,0.0,0.0,0.0,
0000ea67a1b3507c6e05,DZA,DZA.3_1,Algeria,AÃ¯n TÃ©mouchent,Ain Tamouchent,0.0,0.0,0.0,0.0,0.0,
00008aa0ec11f4fc2104,DZA,DZA.30_1,Algeria,Mostaganem,Mostaghanem|Mestghanem,0.0,0.0,0.0,0.0,0.0,
000051bbf06319774ff4,DZA,DZA.27_1,Algeria,Mascara,Mouaskar,0.0,0.0,0.0,0.0,0.0,
00005919d4077991ae9e,DZA,DZA.32_1,Algeria,Oran,OrÃ¡n|Orano|OrÃ£o|Ouahran|Ouahrane|Wahran,0.0,0.0,0.0,0.0,0.0,
0000989a3da7d2f3120e,DZA,DZA.38_1,Algeria,Sidi Bel AbbÃ¨s,Sidi-Bel-Abbes,0.0,0.0,0.0,0.0,0.0,
000067f888be35444821,DZA,DZA.36_1,Algeria,SaÃ¯da,,0.0,0.0,0.0,0.0,0.0,
0000c49864d7ec32e52f,DZA,DZA.17_1,Algeria,El Bayadh,El Bayad|El Beyyadh|GÃ©ryville,0.0,0.0,0.0,0.0,0.0,
0000ec4eb93ae14a530a,DZA,DZA.31_1,Algeria,NaÃ¢ma,Naama,0.0,0.0,0.0,0.0,0.0,
0000862acb383ef8dde0,DZA,DZA.7_1,Algeria,BÃ©char,Colomb-BÃ©char|Bechar,0.0,0.0,0.0,0.0,0.0,
0000f4cd148d34f8bc9e,DZA,DZA.1_1,Algeria,Adrar,DuperrÃ©,3.601606129138038,0.0,0.0,0.0,0.0,
000075d5221b5f06f09d,MAR,MAR.9_1,Morocco,MeknÃ¨s - Tafilalet,,0.0,0.0,0.0,0.0,0.0,
000039ec14680d41579b,DZA,DZA.44_1,Algeria,Tindouf,Tiaret,0.0,0.0,0.0,0.0,0.0,
000025bab4da20c10534,MAR,MAR.3_1,Morocco,FÃ¨s - Boulemane,,0.0,0.0,0.0,0.0,0.0,
0000a729f6df5f88baf2,MAR,MAR.11_1,Morocco,Rabat - SalÃ© - Zemmour - Zaer,,0.0,0.0,0.0,0.0,0.0,
0000f812f55fcc62db10,MAR,MAR.1_1,Morocco,Chaouia - Ouardigha,,0.0,0.0,0.0,0.0,0.0,
000072342323ae199fe8,MAR,MAR.13_1,Morocco,Tadla - Azilal,,0.0,0.0,0.0,0.0,0.0,
00008b899c1371d90055,MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,,0.0,0.0,0.0,0.0,0.0,
0000c9f79b241823157f,MAR,MAR.8_1,Morocco,Marrakech - Tensift - Al Haouz,,0.0,0.0,0.0,0.0,0.0,
00004e3193531c4657dd,MAR,MAR.5_1,Morocco,Grand Casablanca,,0.0,0.0,0.0,0.0,0.0,
0000716943d026c6a28c,MAR,MAR.2_1,Morocco,Doukkala - Abda,,0.0,0.0,0.0,0.0,0.0,
0000c505d46fa3ffd8a0,MRT,MRT.1_1,Mauritania,Adrar,,38878.43146261269,2583.208761239708,2802.682906431865,7876.803332104057,24960.237397546105,
00007846c1adc2533a38,MRT,MRT.7_1,Mauritania,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,485678.2448868902,32019.75858317832,51322.09912734694,16131.228474648558,1466.8979866977475,
00007963755b337d8340,MLI,MLI.9_1,Mali,Timbuktu,Timbouctou|Tombouctou|TimbuctÂ|Timbuctu|Tombuktu|TombuctÃº|Tomboucto,785187.8355552128,30826.852988762206,7032.786535366732,29020.42938761922,115246.3113763011,
00000cc9f86a5150fd8e,MLI,MLI.4_1,Mali,Kidal,,76263.75220186063,4782.208984388929,9086.906701838781,11194.775812533433,842.1997364161869,
0000cbe5ae5b7597717f,MLI,MLI.2_1,Mali,Gao,,604728.8859380236,12088.926696918154,18382.785556659637,66376.48306709978,75839.89486960118,
00001585d27a850541e6,BFA,BFA.12_1,Burkina Faso,Sahel,,1216284.9526674387,43126.895040811425,35649.24363221034,62671.67066725882,41148.11584524883,
0000c770f163a3ab2a9e,MLI,MLI.6_1,Mali,Mopti,,2303245.377376995,48389.76518860941,52250.32863230069,108624.23510874965,197224.54274955197,
0000046e2cf5fd905b55,BFA,BFA.10_1,Burkina Faso,Nord,,1239435.8526135809,71609.09448530264,70520.21677273208,89683.55327113203,104654.11488087477,
0000f2e9059432203744,BFA,BFA.4_1,Burkina Faso,Centre-Nord,,1316390.1161248512,89543.17336581124,100744.1937735526,101651.02146416753,68401.69654971962,
0000b4e0282372ebaf08,BFA,BFA.8_1,Burkina Faso,Est,,1517469.443161309,66193.16641112494,105230.7201488475,113838.0790172847,46474.915242181036,
0000c9a94e51cd4db13e,BFA,BFA.11_1,Burkina Faso,Plateau-Central,,701780.2042444285,67471.72325731778,68747.93557166323,66881.31867812085,15025.423993340182,
00002cdc08b8bbaa4fba,BFA,BFA.3_1,Burkina Faso,Centre-Est,,1139187.4486223962,155846.83844952175,117513.80385685682,135216.44810283388,83057.01248709958,
00003de32091289a3c2f,BFA,BFA.7_1,Burkina Faso,Centre,,87973.50537459757,69000.05053211008,208801.70390365136,1089556.4871684266,1915549.648345016,
0000d565377a34d68200,BFA,BFA.6_1,Burkina Faso,Centre-Sud,,697279.9723474362,43947.401251550335,54168.0373997321,43315.90478579068,19033.15662441541,
000096cf0d6569f37a73,GHA,GHA.7_1,Ghana,Upper East,,296611.18938285747,190062.03591894836,194039.2959690884,255568.14255768902,283011.8974749658,
00004f4af390e756511e,TGO,TGO.5_1,Togo,Savanes,RÃ©gion des Savanes,752103.8463272311,101718.79314464748,72086.56820561354,117568.05865955369,109518.78589091136,
00004a18528299f30e7b,GHA,GHA.6_1,Ghana,Northern,,947991.8843598895,190846.8542502604,364233.74234728486,729783.2662790692,940968.9118541259,
0000f8925c5c9e5607e8,BFA,BFA.5_1,Burkina Faso,Centre-Ouest,,1274076.1566385156,119820.4928670345,105602.72048581322,89151.47763139375,71056.93544623503,
0000febc2c03e8095cc1,GHA,GHA.8_1,Ghana,Upper West,,243625.9654187722,70872.66923279065,136626.08143633232,213319.10853781286,173692.0769700866,
0000f1464e81665a2322,BFA,BFA.1_1,Burkina Faso,Boucle du Mouhoun,,1498388.016409502,114717.1322790109,147484.12395405932,115111.14977897456,45399.69615748879,
00006d18bde90d5e3bf7,BFA,BFA.9_1,Burkina Faso,Haut-Bassins,,1147263.2223003304,134446.7949957679,187578.7733752767,208567.90559628946,581415.2229332881,
0000d59a255e4eaba06b,BFA,BFA.13_1,Burkina Faso,Sud-Ouest,,743596.0952429948,35165.33637598366,31075.443180340593,40222.79299091983,31748.76254216998,
0000dc98ea3cd42597eb,BFA,BFA.2_1,Burkina Faso,Cascades,,672767.6992251595,72993.62522642246,53312.84719947516,70479.0843436506,66668.62042057794,
0000cd6763c3938e8104,MLI,MLI.8_1,Mali,Sikasso,,2536488.2617084547,269952.5952902145,168798.0909177333,216166.5902678344,471015.8697168443,
0000354d7484d6713067,MLI,MLI.7_1,Mali,SÃ©gou,Segou,2369402.795922119,152617.6150523524,100791.03894336606,162354.3370198649,333965.12538472534,
0000a50735eb481f8af5,MLI,MLI.5_1,Mali,Koulikoro,,1934405.0839744282,253505.881768645,245201.92983180258,357257.8181127866,853435.0925484798,
0000b1b6c0305f4229d0,CIV,CIV.10_1,CÃ´te d'Ivoire,Savanes,,543617.2470985422,95625.43387867001,100034.73724254778,285173.18571287004,837424.9984372235,
000066dca0376bf6dc20,MLI,MLI.1_1,Mali,Bamako,,0.0,0.0,0.0,1128.4452349724147,2730656.7412360352,
000098dbce621d2ac3b1,MLI,MLI.3_1,Mali,Kayes,,1972671.7327525385,178937.4411385586,70664.13465635672,208659.59228939138,268822.1927435505,
00004a31ab78db81c6cb,GIN,GIN.4_1,Guinea,Kankan,,1646753.4811815594,493556.8942073889,392723.8828130634,213058.20785384864,13635.5198008242,
0000e6469980eacff98f,GIN,GIN.3_1,Guinea,Faranah,,1012059.5088760472,173768.47230526587,101487.25344750693,11057.828964050415,0.0,
0000c5307888e2131c81,MRT,MRT.8_1,Mauritania,Hodh el Gharbi,Hodh Occidental|Western Hodh,335353.29544951126,20814.54801007322,18798.175896401634,11283.833537900475,0.0,
00005d7bcce6b53f4b93,MRT,MRT.2_1,Mauritania,Assaba,AÃ§aba|el-`AÃ§Ã¢ba,305772.13249554974,16735.96038522094,9102.389559316789,30600.03625274037,56391.99403756292,
0000316580ec4436d09e,MRT,MRT.11_1,Mauritania,Tagant,,82716.21994966148,5843.6799022788955,6255.513987714982,10245.366244119596,725.7642587605372,
0000d6a4dcd131de9ae3,MRT,MRT.3_1,Mauritania,Brakna,,269087.1323194076,17105.412307311533,25834.691958355113,67749.30035388004,35844.69827893984,
0000473da798f9bf22a0,MRT,MRT.5_1,Mauritania,Gorgol,,328007.42976112606,12395.777898750952,12399.132244861912,15771.656149149429,61948.79926786114,
0000070ae703dd871c86,SEN,SEN.9_1,Senegal,Matam,,355570.4387376321,125006.21727837624,164122.4576661724,70178.46592635284,19910.23244732179,
0000f4afb55637b944c2,MRT,MRT.13_1,Mauritania,Trarza,,252175.52536503327,19860.28437003377,18540.17369927208,18563.915305512783,25035.77646353599,
00000a97e329c2941d51,MRT,MRT.9_1,Mauritania,Inchiri,,9273.197890990064,463.35781290581286,664.8254134161405,2978.2218377457757,14305.487464112133,
0000bcf234cd9889cc82,SEN,SEN.10_1,Senegal,Saint-Louis,Fleuve|VallÃ©e du Fleuve,540531.1856617474,78577.81802093031,126201.03986863574,173307.37501885445,242353.02377980226,
00008631ba6de554c318,SEN,SEN.8_1,Senegal,Louga,,645981.4982468868,115461.86401780663,99129.04499516748,115065.95785788317,145629.22709966887,
0000df7f6d5b15f9a08d,MRT,MRT.10_1,Mauritania,Nouakchott,,171.8233299571151,471.19399849942226,2558.867149883181,5614.282474873663,1315525.1802798626,
0000ffc9a295e5145dce,MRT,MRT.4_1,Mauritania,Dakhlet Nouadhibou,Dakhlet NouÃ¢dhibou|Baie du LÃ©vrier|LÃ©vrier Bay,2504.771821096208,324.4532451250089,579.9977275683184,5798.780874464969,155191.85037397678,
00000bff205a417f3641,SEN,SEN.13_1,Senegal,ThiÃ¨s,,364468.9782901377,216537.24449333377,328564.9639183026,581087.9433348578,800442.0773020752,
0000d4c4e2b53225c3b7,SEN,SEN.1_1,Senegal,Dakar,Cap Vert|Dacar,75.84562372331291,6805.404430802435,35672.646862118556,161442.69734541647,3854832.275382635,
00001a20b679ae705ff1,SEN,SEN.2_1,Senegal,Diourbel,,494288.2433085217,211045.38781015537,192810.55977277033,299274.41899954696,736646.030221198,
0000c9c06988cd757bb4,SEN,SEN.3_1,Senegal,Fatick,,550430.4229574486,99512.14169926888,106953.75638165217,121427.63854503637,45982.55002814323,
00009258428b84a4bbb3,GMB,GMB.4_1,Gambia,North Bank,,190554.5502583245,43486.25529718406,18876.260720940176,17387.615634665068,0.0,
0000560729acf5d2db25,GMB,GMB.6_1,Gambia,Western,,149072.36413187344,111355.59655771413,138997.46134303714,301189.5369749286,284371.5573330601,
0000d8668f8188311ce7,GMB,GMB.1_1,Gambia,Banjul,,0.0,0.0,0.0,4024.053630937832,391129.24402794294,
0000c982ccb3ecd976f5,SEN,SEN.14_1,Senegal,Ziguinchor,,345179.80066722457,69210.6008431412,65983.404938114,114507.32490046002,116220.55756780112,
0000ef2ad336db8398c5,GNB,GNB.5_1,Guinea-Bissau,Cacheu,,232050.84376905015,15076.326687037013,6089.512447571581,2134.771410193537,0.0,
0000a00d73b30de79350,GNB,GNB.4_1,Guinea-Bissau,Bolama,Bolama-Bijagcs,31108.709767374137,2308.8067558366997,7117.139813847463,3278.0958110349284,0.0,
0000a1c738441a486659,GNB,GNB.9_1,Guinea-Bissau,Tombali,,114386.37292840249,9533.511222798676,1699.496015926627,418.54217464577016,0.0,
00004486e2afb34a4d63,GNB,GNB.8_1,Guinea-Bissau,Quinara,Buba,71169.63308421125,7394.614021646954,8712.982861401311,0.0,0.0,
0000092a7173ace73203,GIN,GIN.1_1,Guinea,BokÃ©,,832122.9566824227,192236.7714871532,141421.2458810281,135886.2927568739,186865.48159530427,
00008ea2bf0104e36476,GIN,GIN.5_1,Guinea,Kindia,,981114.82902036,161325.5958023266,135209.8651591879,415107.7880909714,490923.1606272613,
00005089229e88ca61b1,GNB,GNB.6_1,Guinea-Bissau,GabÃº,,247246.78784908922,18227.09944956317,27937.865283442465,7407.011666983526,0.0,
0000d29d932816658073,GNB,GNB.1_1,Guinea-Bissau,BafatÃ¡,,233023.19906930916,19175.455717843655,17824.368205895313,15294.437053651887,0.0,
0000ef286282c2244d97,GNB,GNB.7_1,Guinea-Bissau,Oio,,268369.8411522989,22803.673205207542,15348.41517623283,0.0,0.0,
00003618694a9df5c034,SEN,SEN.7_1,Senegal,Kolda,,580000.6203257724,66429.21296381019,96477.51349868216,96388.61092533224,27296.22533377738,
000015736031466a909e,SEN,SEN.12_1,Senegal,Tambacounda,SÃ©nÃ©gal Oriental,583003.4457180107,66878.69193949382,93507.83520238937,101669.98497230343,53291.44383145954,
0000b801f0cec9cc20a1,SEN,SEN.11_1,Senegal,SÃ©dhiou,,407675.8162218344,78163.43483900947,69494.63449357059,37082.92029313831,0.0,
0000602f33c867e3b9b7,GNB,GNB.3_1,Guinea-Bissau,Bissau,,1096.1714305712596,5391.493795349071,51488.533484043,293449.33132781566,216191.11389452318,
00008e0ccc9344e532ea,GNB,GNB.2_1,Guinea-Bissau,Biombo,,110342.58889526773,5509.035596070387,8150.471492509028,12106.693555104903,3857.0262191317734,
0000bbc6b305f2c6909a,GMB,GMB.2_1,Gambia,Lower River,Central|South Bank,64246.08749735306,15092.095960831484,12707.07366265785,2457.4700904684223,0.0,
00004159c410485e6ec8,SEN,SEN.5_1,Senegal,Kaolack,,579447.6697634611,145724.64306602522,135493.04799996255,171162.51545723516,223133.42820366705,
0000106e943de78c023c,GMB,GMB.3_1,Gambia,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,244801.16992655245,16984.808295824932,3118.8055823971945,0.0,0.0,
00003e1c753980ca870d,SEN,SEN.4_1,Senegal,Kaffrine,,543160.672136055,72498.35742504061,52887.46805486246,45831.54358293647,23080.577548711328,
00006ba1e01395c37849,GMB,GMB.5_1,Gambia,Upper River,,179313.3699969726,56382.34305591596,38922.12787145954,13188.929110973553,0.0,
0000907166da06af5667,SEN,SEN.6_1,Senegal,KÃ©dougou,SÃ©nÃ©gal Oriental,129496.68022995764,28186.228753758125,20260.50939871215,14428.93246660583,9152.17379700199,
0000b2f76e1579347564,MRT,MRT.6_1,Mauritania,Guidimaka,Guidimagha|Guidimakha,299261.1586310661,10876.128957760184,16813.750278335185,19998.39918917848,1710.3421088370012,
0000ab37cc2d64c1717f,GIN,GIN.6_1,Guinea,LabÃ©,,1105201.4033052523,77815.3103454392,54992.99721786832,109681.33950863601,9853.503700591755,
0000772822dfacd7dde6,GIN,GIN.7_1,Guinea,Mamou,,754992.6350598477,56181.23982498348,37693.64355122052,62751.30237916451,82977.78286139584,
000006909bc1d595410e,SLE,SLE.2_1,Sierra Leone,Northern,,1940344.5029020775,176782.49034347254,181623.8701754872,166488.32163875285,15469.856390264942,
000013d321e7152cce44,SLE,SLE.1_1,Sierra Leone,Eastern,,1079829.9643114263,256375.24817197566,194852.7528037563,107459.16082715394,2215.8740439842963,
00003a75c5ae36e696e5,GIN,GIN.2_1,Guinea,Conakry,,1183.2694431096982,4037.0369235507324,3498.565074682899,39225.63761778438,2251258.062601083,
0000c91c3d31d65c6762,SLE,SLE.3_1,Sierra Leone,Southern,,1263884.0952687315,135371.27043466025,191992.76438724203,59826.85123748016,1589.1534769564987,
0000386c909e82a8650c,SLE,SLE.4_1,Sierra Leone,Western,,38139.72211938397,68751.93610370721,91129.54981446313,340765.5979347001,985686.1249279848,
00001e9742320052d8b8,GIN,GIN.8_1,Guinea,NzÃ©rÃ©korÃ©,,1330585.4377401872,548823.2910648468,256295.4837103243,13098.69585285338,2797.8108111363526,
00006549045a637e2fb7,LBR,LBR.3_1,Liberia,Gbapolu,Gbarpolu,95950.65958337214,18628.661774488704,0.0,0.0,0.0,
00003ae2d4bf0b55f62e,LBR,LBR.4_1,Liberia,Grand Cape Mount,,149986.21516797083,23885.32324285932,5792.453592018133,1382.789699609915,912.2538273993675,
0000a557ff1c1c7c3b20,LBR,LBR.1_1,Liberia,Bomi,,95754.72323203697,31940.570104373503,28198.43441240478,33038.9436568487,0.0,
00009f930a0069bec042,LBR,LBR.11_1,Liberia,Montserrado,,98622.06304616191,32668.345167250165,110625.50718062394,723006.1920665186,626812.969362777,
00002071b993cf1abaa5,LBR,LBR.9_1,Liberia,Margibi,,88573.07543728391,85452.72170520687,136715.69767932573,130895.3434067965,18472.05777464452,
0000efc0e6b1324328e1,CIV,CIV.2_1,CÃ´te d'Ivoire,Bas-Sassandra,,1156916.2374722904,199417.3598278476,209682.3664331343,514251.2733156111,533171.064793968,
0000aa958ecd3715c755,LBR,LBR.10_1,Liberia,Maryland,,125065.0642589271,35374.339012756034,21033.937854933876,26386.57772402509,0.0,
0000cd72e9ef91220391,LBR,LBR.7_1,Liberia,GrandKru,Grand Kru,69214.92065970712,1837.3503934743949,0.0,0.0,0.0,
00007d6ec3b1bbe8f4d4,LBR,LBR.14_1,Liberia,River Gee,,93489.38164853498,14763.950986383557,2754.9347448594363,788.3934004998146,18.21154856952841,
0000f40ba36f9387ba73,LBR,LBR.15_1,Liberia,Sinoe,,111246.60636121582,17268.663232698764,12400.419710175926,876.6788938638758,0.0,
00008b191d54f6a664e1,LBR,LBR.5_1,Liberia,GrandBassa,Grand Bassa,160497.5686468269,47239.349889633995,35611.990132189734,42230.80570641824,9194.611720152217,
0000defcf5b9a720b1a9,LBR,LBR.13_1,Liberia,River Cess,Rivercess,95707.09482234748,10778.365165417588,0.0,0.0,0.0,
00006c59a95551c057d6,LBR,LBR.6_1,Liberia,GrandGedeh,Grand Gedeh,98635.63006340836,47310.619715473746,22729.946459540086,17058.120374253656,0.0,
000063949a259c126e3a,CIV,CIV.8_1,CÃ´te d'Ivoire,Montagnes,,1210104.3941195542,360180.65639106487,349946.52691966767,418922.82302858337,406770.86413171137,
0000f7ee77724941fe4b,LBR,LBR.12_1,Liberia,Nimba,,470028.71962237154,103156.8186348404,67192.44879847106,18179.44284769756,5304.658644227788,
0000c27beff12c9248fa,LBR,LBR.2_1,Liberia,Bong,,288392.44107586145,117529.01299152758,31438.210371084897,1477.6271742279032,30.143529515739598,
000054bf1264cdd7cbb3,LBR,LBR.8_1,Liberia,Lofa,,316394.1972874402,70876.92573902842,0.0,0.0,0.0,
0000b8870bad030fd0ba,CIV,CIV.4_1,CÃ´te d'Ivoire,DenguÃ©lÃ©,,67557.0037242683,11687.302161012698,20902.22898925905,77190.43575036991,154892.86706032557,
0000a50fa2869366876b,CIV,CIV.12_1,CÃ´te d'Ivoire,Woroba,,439966.28436962544,46414.119041660924,76725.72730365703,162012.5005282401,252624.10505307125,
0000b9090754a59a1575,CIV,CIV.9_1,CÃ´te d'Ivoire,Sassandra-MarahouÃ©,,1010923.7375920947,186657.54976880318,199601.57163629693,640162.831228766,617407.1247748254,
