system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,sum,.geo
0000f8c9d84d25b54090,SHN,SHN.3_1,Saint Helena,Tristan da Cunha,TristÃ£o da Cunha,0.0,
0000b227cf6e6027fead,SHN,SHN.2_1,Saint Helena,Saint Helena,,0.0,
0000425a24df98abc728,SHN,SHN.1_1,Saint Helena,Ascension,AscensÃ£o,0.0,
0000a8f54daf9a729964,ESH,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,0.0,
0000d317156b6f784739,ESH,ESH.1_1,Western Sahara,Boujdour,Bojador,0.0,
000091ca6c992b3e1c2d,MRT,MRT.12_1,Mauritania,Tiris Zemmour,,365.2701984643936,
00006f1c03981054c396,ESH,ESH.3_1,Western Sahara,Laayoune,El aaiÃºn,32.41666662693024,
00001668573b47a8d958,ESH,ESH.2_1,Western Sahara,Es Semara,Smara,4.523809552192688,
00001b116635795d76c7,MAR,MAR.6_1,Morocco,Guelmim - Es-Semara,,9690.075460761786,
0000abdb4116f29564f9,MAR,MAR.7_1,Morocco,LaÃ¢youne - Boujdour - Sakia El Hamra,,472.99235634663523,
0000652dc562a34887d3,MAR,MAR.4_1,Morocco,Gharb - Chrarda - BÃ©ni Hssen,,104715.41846097416,
00004938b3256d63ce7f,MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,,39273.7448904159,
0000c0944762609b6915,MAR,MAR.15_1,Morocco,Taza - Al Hoceima - Taounate,,32115.24492720751,
0000aa73af7914844178,ESP,ESP.7_1,Spain,Ceuta y Melilla,,0.0,
00009e5e45df96a30c31,MAR,MAR.10_1,Morocco,Oriental,,17860.171939120104,
0000ef5e7eb6970c1d28,DZA,DZA.48_1,Algeria,Tlemcen,Tilimsene|Tlemsane|Tilimsen|TremecÃ©m,14199.011899487645,
0000ea67a1b3507c6e05,DZA,DZA.3_1,Algeria,AÃ¯n TÃ©mouchent,Ain Tamouchent,9280.84804885995,
00008aa0ec11f4fc2104,DZA,DZA.30_1,Algeria,Mostaganem,Mostaghanem|Mestghanem,19239.310844145337,
000051bbf06319774ff4,DZA,DZA.27_1,Algeria,Mascara,Mouaskar,16933.50538630322,
00005919d4077991ae9e,DZA,DZA.32_1,Algeria,Oran,OrÃ¡n|Orano|OrÃ£o|Ouahran|Ouahrane|Wahran,3813.7664268432877,
0000989a3da7d2f3120e,DZA,DZA.38_1,Algeria,Sidi Bel AbbÃ¨s,Sidi-Bel-Abbes,15151.133420467377,
000067f888be35444821,DZA,DZA.36_1,Algeria,SaÃ¯da,,6098.174460232258,
0000c49864d7ec32e52f,DZA,DZA.17_1,Algeria,El Bayadh,El Bayad|El Beyyadh|GÃ©ryville,1055.6925278902054,
