system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,sum,.geo
0000f8c9d84d25b54090,SHN,SHN.3_1,Saint Helena,Tristan da Cunha,TristÃ£o da Cunha,0.0,
0000b227cf6e6027fead,SHN,SHN.2_1,Saint Helena,Saint Helena,,0.0,
0000425a24df98abc728,SHN,SHN.1_1,Saint Helena,Ascension,AscensÃ£o,0.0,
0000a8f54daf9a729964,ESH,ESH.4_1,Western Sahara,Oued el Dahab,Ed Dakhla|Oued Eddahab,64412.21631847666,
0000d317156b6f784739,ESH,ESH.1_1,Western Sahara,Boujdour,Bojador,45868.79451994896,
000091ca6c992b3e1c2d,MRT,MRT.12_1,Mauritania,Tiris Zemmour,,18729.89558696747,
00006f1c03981054c396,ESH,ESH.3_1,Western Sahara,Laayoune,El aaiÃºn,0.0,
00001668573b47a8d958,ESH,ESH.2_1,Western Sahara,Es Semara,Smara,42335.20660811663,
00001b116635795d76c7,MAR,MAR.6_1,Morocco,Guelmim - Es-Semara,,92546.8851224184,
0000abdb4116f29564f9,MAR,MAR.7_1,Morocco,LaÃ¢youne - Boujdour - Sakia El Hamra,,1595.4372455073337,
0000652dc562a34887d3,MAR,MAR.4_1,Morocco,Gharb - Chrarda - BÃ©ni Hssen,,728837.4553077974,
00004938b3256d63ce7f,MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,,1512649.9049992475,
0000c0944762609b6915,MAR,MAR.15_1,Morocco,Taza - Al Hoceima - Taounate,,382629.01023374806,
0000aa73af7914844178,ESP,ESP.7_1,Spain,Ceuta y Melilla,,106029.19038639488,
00009e5e45df96a30c31,MAR,MAR.10_1,Morocco,Oriental,,1178069.1056329722,
0000ef5e7eb6970c1d28,DZA,DZA.48_1,Algeria,Tlemcen,Tilimsene|Tlemsane|Tilimsen|TremecÃ©m,489126.5550778413,
0000ea67a1b3507c6e05,DZA,DZA.3_1,Algeria,AÃ¯n TÃ©mouchent,Ain Tamouchent,199534.38552581845,
00008aa0ec11f4fc2104,DZA,DZA.30_1,Algeria,Mostaganem,Mostaghanem|Mestghanem,325552.55805118365,
000051bbf06319774ff4,DZA,DZA.27_1,Algeria,Mascara,Mouaskar,362016.56735954445,
00005919d4077991ae9e,DZA,DZA.32_1,Algeria,Oran,OrÃ¡n|Orano|OrÃ£o|Ouahran|Ouahrane|Wahran,1409244.163026745,
0000989a3da7d2f3120e,DZA,DZA.38_1,Algeria,Sidi Bel AbbÃ¨s,Sidi-Bel-Abbes,351426.52403441595,
000067f888be35444821,DZA,DZA.36_1,Algeria,SaÃ¯da,,191369.0004722476,
0000c49864d7ec32e52f,DZA,DZA.17_1,Algeria,El Bayadh,El Bayad|El Beyyadh|GÃ©ryville,132661.81499159336,
